all_mean	work_mean	week_mean
3.2460567823343847	3.2443729903536975	3.3333333333333335
4.163461538461538	4.232558139534884	3.8333333333333335
2.8692893401015227	2.864229765013055	3.0454545454545454
3.861244019138756	3.861878453038674	3.857142857142857
3.937823834196891	3.9245283018867925	4.0
3.385996409335727	3.857142857142857	3.38
4.040650406504065	4.25	4.0
3.696245733788396	3.682242990654206	3.7341772151898733
3.263522884882108	2.813953488372093	3.2920353982300883
4.45	4.588235294117647	4.3478260869565215
3.3350923482849604	3.5365853658536586	3.3106508875739644
2.7264397905759163	2.6966966966966965	2.7494199535962878
3.7654109589041096	3.6494565217391304	3.962962962962963
4.2835820895522385	4.290322580645161	4.277777777777778
3.665745856353591	3.625766871165644	3.698492462311558
4.047138047138047	4.118421052631579	3.972413793103448
3.25	3.1964285714285716	3.2884615384615383
3.7572815533980584	3.736842105263158	3.814814814814815
3.4463007159904535	3.5885416666666665	3.3259911894273126
3.3404255319148937	3.6	3.3095238095238093
3.78125	3.7911392405063293	3.0
4.111111111111111	4.392857142857143	4.022471910112359
3.676470588235294	3.640625	4.25
3.8035714285714284	3.8036363636363637	3.8
3.795918367346939	4.0	3.696969696969697
3.280314960629921	3.2612419700214135	3.3333333333333335
4.401260504201681	4.408510638297872	3.8333333333333335
3.297872340425532	2.8947368421052633	3.5714285714285716
3.735725938009788	3.7298420615128847	4.043478260869565
3.528239202657807	3.5277310924369747	3.5714285714285716
3.902173913043478	3.9285714285714284	3.625
4.511961722488039	4.777777777777778	4.5
3.66497461928934	3.6050420168067228	4.243243243243243
3.218045112781955	3.1040723981900453	3.7777777777777777
3.7130801687763713	3.971014492753623	3.3535353535353534
3.536723163841808	3.495145631067961	3.5945945945945947
3.869565217391304	3.8666666666666667	3.870967741935484
3.34	3.3043478260869565	3.75
4.294117647058823	4.325301204819277	4.222222222222222
3.9363057324840764	3.943708609271523	3.75
3.3551724137931034	3.603896103896104	3.2652582159624415
3.7569444444444446	3.791005291005291	1.6111111111111112
3.0077922077922077	3.062874251497006	2.6470588235294117
3.652173913043478	3.5	3.6842105263157894
4.03030303030303	4.318181818181818	3.4545454545454546
3.9393939393939394	3.872340425531915	3.976470588235294
4.127659574468085	3.9523809523809526	4.178082191780822
4.226744186046512	3.911111111111111	4.338582677165355
3.6801075268817205	3.752577319587629	3.601123595505618
4.254237288135593	4.32258064516129	4.2298850574712645
3.5813953488372094	3.5555555555555554	3.6
4.3107344632768365	4.207792207792208	4.39
3.705	3.7088607594936707	3.70404984423676
4.008264462809917	4.137254901960785	3.914285714285714
4.4772727272727275	3.6666666666666665	4.605263157894737
3.8031496062992125	3.9166666666666665	3.7975206611570247
3.103896103896104	3.0913242009132422	3.3333333333333335
3.7231638418079096	3.9220779220779223	3.57
3.8700564971751414	3.8045977011494254	3.933333333333333
3.0935672514619883	3.408450704225352	2.87
4.2592592592592595	4.2407407407407405	4.333333333333333
3.6776776776776776	3.6836215666327567	3.3125
4.174757281553398	4.28	4.141025641025641
3.8240887480190175	3.773109243697479	3.854961832061069
3.8857142857142857	4.183333333333334	2.1
3.802992518703242	3.8119402985074626	3.757575757575758
3.551851851851852	3.789473684210526	3.378205128205128
3.6153846153846154	3.72972972972973	3.3333333333333335
3.4271186440677965	3.356357927786499	3.6088709677419355
4.0	3.968	4.222222222222222
4.1635071090047395	4.195652173913044	4.06
4.198979591836735	4.247058823529412	3.8846153846153846
3.551051051051051	3.593155893536122	3.5235732009925558
3.6987951807228914	3.6604938271604937	3.7701149425287355
3.5668202764976957	3.6991150442477876	3.423076923076923
3.38255033557047	3.31	3.5306122448979593
2.64	2.409090909090909	4.333333333333333
2.634433962264151	2.6357142857142857	2.5
3.3246187363834423	3.324561403508772	3.3333333333333335
4.321428571428571	4.354838709677419	4.28
2.8291015625	2.8280943025540277	3.0
3.7752293577981653	3.7044025157232703	3.9661016949152543
4.0	3.8	4.041666666666667
2.935441370223979	2.9081632653061225	3.191780821917808
3.2142857142857144	3.2171945701357467	3.0
3.58974358974359	3.4942528735632186	3.8666666666666667
3.966463414634146	3.7664670658682633	4.173913043478261
3.442953020134228	3.4274193548387095	3.52
2.9717391304347824	2.9544419134396356	3.3333333333333335
4.184615384615385	4.107142857142857	4.666666666666667
3.7226027397260273	3.72972972972973	3.6666666666666665
4.090909090909091	4.076470588235294	4.5
3.988372093023256	3.994557823129252	3.871794871794872
3.91699604743083	3.928251121076233	3.8333333333333335
3.4126984126984126	3.9271523178807946	3.2505219206680587
3.490566037735849	3.5789473684210527	3.2666666666666666
4.050724637681159	4.066115702479339	3.9411764705882355
3.5154394299287413	3.880952380952381	3.474934036939314
3.635514018691589	3.4038461538461537	3.8545454545454545
3.8430232558139537	3.784313725490196	3.9285714285714284
2.9354485776805253	3.3092105263157894	2.7491803278688525
4.01010101010101	3.9857142857142858	4.068965517241379
2.8405797101449277	2.8815789473684212	2.838418862690707
3.969298245614035	4.047120418848167	3.5675675675675675
4.442857142857143	4.9	4.366666666666666
3.5566502463054186	3.588235294117647	3.5502958579881656
3.3008130081300813	3.2788461538461537	3.316901408450704
3.9014084507042255	3.619047619047619	4.310344827586207
3.8685714285714288	3.596638655462185	3.9482758620689653
3.2888888888888888	4.0	3.238095238095238
3.6962025316455698	3.25	3.707792207792208
3.6816901408450704	2.9767441860465116	3.7788461538461537
3.0510204081632653	3.0476190476190474	3.051948051948052
2.9859437751004014	2.986072423398329	2.985611510791367
3.4896907216494846	3.5942857142857143	3.403755868544601
3.5113636363636362	3.4126984126984126	3.76
3.7327586206896552	3.737556561085973	3.7244094488188977
4.296296296296297	4.0	4.324324324324325
3.7408123791102517	3.6	3.7421875
3.9295392953929538	3.7325581395348837	4.101522842639594
4.6878306878306875	4.75	4.646017699115045
4.271341463414634	4.557971014492754	4.063157894736842
3.1493624772313296	2.98974358974359	3.23728813559322
3.3963133640552994	2.8333333333333335	3.4123222748815167
3.25990099009901	2.8793103448275863	3.4131944444444446
3.7625	3.803370786516854	3.6451612903225805
4.04054054054054	3.9285714285714284	4.1875
3.2222222222222223	3.672727272727273	2.9125
3.3303964757709252	3.342857142857143	3.176470588235294
3.5417867435158503	3.4225352112676055	3.624390243902439
4.017045454545454	4.008264462809917	4.036363636363636
3.8493150684931505	2.75	3.9130434782608696
3.549019607843137	3.673469387755102	3.4339622641509435
4.153846153846154	4.181818181818182	4.142857142857143
3.935810810810811	4.029850746268656	3.736842105263158
3.933333333333333	3.1666666666666665	4.125
4.118518518518519	4.0	4.125
3.6525198938992043	3.7507886435331232	3.1333333333333333
4.136363636363637	3.9411764705882355	4.204081632653061
4.141304347826087	4.1976744186046515	3.3333333333333335
2.4750996015936253	2.838235294117647	2.3825
3.7262830482115086	3.7797202797202796	3.619158878504673
3.0107758620689653	3.095622119815668	1.7833333333333334
3.9886363636363638	4.0	3.962962962962963
3.1953125	3.2222222222222223	3.178343949044586
3.483679525222552	3.4863013698630136	3.466666666666667
4.317647058823529	4.346666666666667	4.1
3.9166666666666665	3.9	3.9375
3.4663573085846866	3.532051282051282	3.3883248730964466
3.795518207282913	3.7589285714285716	4.380952380952381
2.888888888888889	2.8845360824742268	2.9642857142857144
4.18	4.318181818181818	3.911764705882353
3.7336683417085426	3.742504409171076	3.566666666666667
4.146551724137931	4.126315789473685	4.238095238095238
3.4479166666666665	3.4597701149425286	3.3333333333333335
3.8621794871794872	3.867313915857605	3.3333333333333335
3.3375850340136055	3.3731679819616684	3.2283737024221453
4.0588235294117645	3.3333333333333335	4.155555555555556
3.324324324324324	3.3484536082474228	2.9696969696969697
3.9749216300940438	3.9547169811320755	4.074074074074074
3.764625850340136	3.7643835616438355	3.8
3.222413793103448	3.2455795677799606	3.056338028169014
3.386904761904762	3.381818181818182	3.6666666666666665
3.74468085106383	3.7513513513513512	3.3333333333333335
3.9065934065934065	3.8988095238095237	4.0
3.3090128755364807	3.3400447427293063	2.5789473684210527
3.3726235741444865	3.350597609561753	3.8333333333333335
2.5906298003072195	2.588100686498856	2.5957943925233646
3.441048034934498	3.44367816091954	3.391304347826087
3.574468085106383	3.5925925925925926	3.515151515151515
2.815910585141354	2.818758815232722	2.7766990291262137
3.357142857142857	3.365650969529086	2.3333333333333335
4.296116504854369	4.298507462686567	4.2
3.3870967741935485	3.8	3.3076923076923075
3.325115562403698	3.3541666666666665	3.3168316831683167
3.71875	3.7386363636363638	3.5
3.656862745098039	3.6129032258064515	4.111111111111111
3.5757575757575757	3.8	3.557377049180328
3.5365384615384614	3.6042105263157893	2.8222222222222224
3.707152496626181	4.008810572687224	3.5739299610894943
2.394822006472492	2.3612040133779266	3.4
3.863979848866499	3.8596938775510203	4.2
4.046712802768166	4.185410334346504	3.8634538152610443
4.035714285714286	4.125	3.5
3.7768924302788847	3.8099547511312215	3.533333333333333
4.247422680412371	4.23404255319149	4.666666666666667
3.6396103896103895	3.6405228758169934	3.5
3.56993006993007	3.6186770428015564	3.1379310344827585
4.02542372881356	4.2	3.6578947368421053
3.36734693877551	3.142857142857143	3.4047619047619047
3.7487179487179487	3.760233918128655	3.6666666666666665
3.586497890295359	3.5896700143472025	3.4285714285714284
3.183673469387755	3.327272727272727	2.6029411764705883
3.3415977961432506	3.383720930232558	3.238095238095238
4.257425742574258	4.433734939759036	3.4444444444444446
3.4220907297830374	3.412416851441242	3.5
3.9064685314685317	3.8893166506256014	4.076190476190476
3.9468085106382977	4.1571428571428575	3.3333333333333335
3.774410774410774	3.7773972602739727	3.6
4.266666666666667	4.2727272727272725	4.2631578947368425
3.3205317577548006	3.349514563106796	3.016949152542373
4.1475054229934925	4.197368421052632	4.098712446351931
4.505376344086022	4.579710144927536	4.291666666666667
3.6620775969962454	3.6018099547511313	3.7366946778711485
3.507042253521127	3.4655172413793105	3.6923076923076925
2.1627329192546583	2.3309608540925266	1.7736625514403292
4.415770609318996	4.333333333333333	4.434210526315789
3.778481012658228	3.7333333333333334	3.819277108433735
3.7985611510791366	3.8547008547008548	3.5
3.5759493670886076	3.722772277227723	3.3157894736842106
3.404970760233918	3.4093357271095153	3.3858267716535435
4.169811320754717	4.0	4.333333333333333
3.4474885844748857	3.4805194805194803	3.4295774647887325
3.782178217821782	3.767908309455587	3.8727272727272726
3.316205533596838	3.296137339055794	3.55
4.138888888888889	3.9411764705882355	4.315789473684211
3.329683698296837	3.40398293029872	2.8907563025210083
3.951219512195122	3.7962962962962963	4.25
3.838187702265372	3.8421052631578947	3.8225806451612905
3.826923076923077	3.9469026548672566	3.511627906976744
3.8324324324324324	3.7387387387387387	3.972972972972973
3.5454545454545454	3.2	3.6470588235294117
3.758974358974359	3.6589147286821704	3.9545454545454546
3.647814910025707	3.6894865525672373	3.6016260162601625
3.2383838383838386	3.2813522355507088	2.6986301369863015
2.8061142397425582	2.8029435813573182	3.0
3.8974700399467377	3.8862876254180603	3.9411764705882355
3.2295081967213113	3.5	3.210526315789474
2.443762781186094	3.040650406504065	1.8395061728395061
3.2490118577075098	3.3047619047619046	2.9767441860465116
3.8275862068965516	3.857142857142857	3.0
3.9384615384615387	3.9285714285714284	4.25
3.9043478260869566	3.8640776699029127	4.25
3.399267399267399	3.6344086021505375	3.2777777777777777
3.738993710691824	4.1875	3.7152317880794703
3.8095238095238093	3.981818181818182	3.62
3.7351778656126484	3.930817610062893	3.404255319148936
4.423076923076923	4.0	4.55
3.754385964912281	3.7576687116564416	3.6875
3.9397590361445785	3.924137931034483	4.0476190476190474
3.208695652173913	3.128205128205128	3.9696969696969697
3.4939024390243905	3.433333333333333	3.5288461538461537
4.0062111801242235	4.0	4.012658227848101
3.4496732026143793	3.4565916398713825	3.4195804195804196
3.3253796095444685	3.308093994778068	3.41025641025641
3.332129963898917	3.3485714285714288	3.0344827586206895
3.727891156462585	3.9	3.7153284671532845
3.5565217391304347	3.579710144927536	3.347826086956522
3.3018181818181818	3.2960151802656545	3.4347826086956523
3.3122406639004147	3.313953488372093	3.2222222222222223
3.573741007194245	3.614141414141414	3.2459016393442623
3.005714285714286	2.975609756097561	3.4545454545454546
3.745011086474501	3.5913461538461537	3.876543209876543
3.780580075662043	3.7382039573820394	3.985294117647059
4.205128205128205	4.228571428571429	4.0
3.658802177858439	3.777456647398844	3.4585365853658536
4.061302681992337	4.052208835341365	4.25
3.2301587301587302	3.2311046511627906	3.2268041237113403
3.8620689655172415	3.8621236133122028	3.857142857142857
3.208849557522124	3.238095238095238	3.172
3.9310344827586206	4.047058823529412	3.7986577181208054
4.313218390804598	4.251282051282051	4.392156862745098
3.5543478260869565	3.3399209486166006	3.7357859531772575
3.6582278481012658	3.9	3.2413793103448274
3.512720156555773	3.6286472148541113	3.1865671641791047
3.8160377358490565	3.8399014778325125	3.2777777777777777
3.671232876712329	3.625	3.8846153846153846
4.10062893081761	4.261904761904762	4.042735042735043
3.086206896551724	3.6	2.9069767441860463
3.5280095351609058	3.4390243902439024	3.720754716981132
3.410322580645161	3.56672760511883	3.0350877192982457
3.769230769230769	3.73972602739726	4.2
3.4906621392190154	3.5176470588235293	3.3164556962025316
3.834101382488479	3.891304347826087	3.827319587628866
3.5706521739130435	3.457055214723926	4.4523809523809526
3.2748815165876777	3.260869565217391	3.4516129032258065
3.54029304029304	3.55078125	3.3823529411764706
3.295302013422819	3.0	3.303448275862069
2.9626623376623376	3.0	2.8424657534246576
2.4282560706401766	2.425389755011136	2.75
3.5970149253731343	3.5517241379310347	3.6315789473684212
3.7765042979942693	3.944741532976827	3.0875912408759123
4.092307692307692	4.2	3.85
4.129032258064516	4.273148148148148	4.004016064257028
2.6984126984126986	2.6796875	2.7583333333333333
3.9591836734693877	3.9574468085106385	4.0
3.310580204778157	3.5350877192982457	3.1675977653631286
3.5808383233532934	3.5544871794871793	3.9545454545454546
4.093525179856115	4.088888888888889	4.25
3.48989898989899	3.6163522012578615	2.9743589743589745
3.6153846153846154	3.3469387755102042	3.725
3.6506024096385543	3.9692307692307693	2.5
3.931558935361217	3.916	4.230769230769231
3.780269058295964	3.807511737089202	3.2
3.867043847241867	3.819607843137255	3.989847715736041
3.269230769230769	3.5576923076923075	3.243006993006993
4.14975845410628	4.03	4.261682242990654
3.710806697108067	3.70293609671848	3.769230769230769
2.487856388595565	2.487012987012987	2.4915254237288136
3.8969072164948453	4.384615384615385	3.7183098591549295
3.3860232945091515	3.417874396135266	3.3155080213903743
3.456876456876457	3.4166666666666665	3.507936507936508
3.6459016393442623	3.856287425149701	3.391304347826087
3.839622641509434	3.8529411764705883	3.827272727272727
3.1666666666666665	3.53125	2.9285714285714284
3.0545454545454547	3.0986515259048972	2.7204301075268815
3.6205882352941177	3.6487025948103793	3.541899441340782
3.858974358974359	3.8225806451612905	4.0
3.49003984063745	3.521951219512195	3.347826086956522
3.933774834437086	3.9197080291970803	4.071428571428571
3.2746478873239435	3.3076923076923075	3.12
2.6679174484052535	2.7530266343825667	2.375
3.816247582205029	3.875	3.4805194805194803
3.7644787644787643	3.7582846003898633	4.4
3.4675324675324677	3.778947368421053	2.9661016949152543
3.1142857142857143	3.2222222222222223	3.0
3.4825396825396826	3.4901785714285714	3.4214285714285713
3.425806451612903	3.3392857142857144	3.6511627906976742
4.142857142857143	4.16412213740458	3.6363636363636362
3.5230524642289347	3.473913043478261	3.6568047337278107
3.895348837209302	3.8902439024390243	4.0
3.8707865168539324	3.935114503816794	3.6914893617021276
3.8160919540229883	3.8780487804878048	3.760869565217391
3.7857142857142856	3.808219178082192	3.72
3.5918367346938775	3.6285714285714286	3.5
4.1017964071856285	3.7288135593220337	4.305555555555555
4.344262295081967	4.5	4.327272727272727
3.9	3.6666666666666665	3.918918918918919
2.4583901773533423	2.395238095238095	2.5431309904153356
3.838056680161943	3.8125	3.859259259259259
2.8052373158756136	2.5825545171339566	3.0517241379310347
3.1273532668881505	3.1300639658848612	3.1244239631336406
3.990990990990991	4.113043478260869	3.926605504587156
3.941834451901566	3.5843373493975905	4.153024911032029
3.5588235294117645	3.75	3.533333333333333
3.5307855626326963	3.4915254237288136	3.543909348441926
3.8523489932885906	4.098765432098766	3.5588235294117645
3.829896907216495	3.8469387755102042	3.8125
3.923076923076923	3.65	4.184931506849315
3.541284403669725	3.488095238095238	3.574626865671642
3.1629955947136565	3.1846153846153844	3.154320987654321
3.984536082474227	3.8813953488372093	4.276315789473684
3.56	3.1	3.5813953488372094
3.5485611510791366	3.448529411764706	3.6443661971830985
3.1358490566037736	3.1666666666666665	3.135135135135135
3.588235294117647	3.633587786259542	3.550632911392405
3.896153846153846	3.938775510204082	3.765625
4.09765625	4.041666666666667	4.204545454545454
3.8615384615384616	3.8	3.933333333333333
3.549407114624506	3.5528455284552845	3.4285714285714284
3.1187739463601534	2.94375	3.396039603960396
2.945578231292517	2.9323308270676693	2.948912015137181
4.413461538461538	4.413793103448276	4.413333333333333
3.407563025210084	3.3647798742138364	3.4936708860759493
3.696124031007752	3.7195767195767195	3.68640350877193
3.4819277108433737	3.72	3.3793103448275863
3.2309941520467835	3.325	3.2251552795031055
3.735294117647059	3.5384615384615383	3.8026315789473686
3.46875	3.417910447761194	3.586206896551724
4.338028169014085	4.368421052631579	4.326923076923077
3.9483870967741934	3.816326530612245	4.175438596491228
3.7473684210526317	3.5	3.8507462686567164
3.7729257641921397	3.7589285714285716	4.4
3.5665294924554183	3.16	3.748015873015873
4.056338028169014	4.0	4.166666666666667
3.293103448275862	3.2565789473684212	3.5454545454545454
3.865168539325843	3.8333333333333335	4.0
3.2224371373307545	2.892156862745098	3.3036144578313253
2.2455555555555557	2.162269129287599	2.6901408450704225
2.897196261682243	3.4	2.8938172043010755
3.6733333333333333	3.6486486486486487	3.6814159292035398
3.5550978372811533	3.5655737704918034	3.5487603305785123
4.505747126436781	4.648148148148148	4.2727272727272725
3.539325842696629	3.5508982035928143	3.3636363636363638
3.451219512195122	3.425373134328358	3.566666666666667
3.6201923076923075	3.78125	3.482142857142857
3.873362445414847	3.5555555555555554	4.079136690647482
3.2083333333333335	3.197530864197531	3.5
3.2717086834733893	3.1608695652173915	3.47244094488189
3.370716510903427	3.269230769230769	3.390334572490706
3.125	4.4	3.0654205607476634
3.6176470588235294	3.391304347826087	4.090909090909091
3.8526912181303117	3.3181818181818183	3.928802588996764
3.9395604395604398	4.666666666666667	3.9273743016759775
4.093333333333334	4.0	4.094594594594595
3.9424657534246577	3.8920863309352516	4.103448275862069
3.059866962305987	3.5	3.053932584269663
4.217877094972067	4.0578512396694215	4.551724137931035
4.287356321839081	3.7777777777777777	4.315151515151515
3.33224043715847	3.7197452229299364	3.2519788918205803
4.276450511945392	4.350597609561753	3.8333333333333335
3.05679012345679	3.4375	3.0241286863270775
3.4147286821705425	3.9846153846153847	3.22279792746114
3.509433962264151	2.875	3.529182879377432
3.689655172413793	3.55	4.0
3.641025641025641	3.6	3.7777777777777777
3.506849315068493	3.6627906976744184	3.406015037593985
3.338345864661654	3.1279620853080567	3.574468085106383
4.050314465408805	4.142857142857143	4.024193548387097
4.092436974789916	3.9714285714285715	4.26530612244898
3.6536144578313254	3.5	3.704
3.6744186046511627	3.1551724137931036	3.93859649122807
3.922178988326848	3.871165644171779	4.01063829787234
3.6685714285714286	3.28125	3.7552447552447554
3.446927374301676	3.7017543859649122	3.398671096345515
3.4466019417475726	3.473684210526316	3.4404761904761907
4.112462006079028	3.8584070796460175	4.24537037037037
3.921259842519685	3.857142857142857	3.9456521739130435
4.105263157894737	4.166666666666667	4.05
4.026595744680851	4.033898305084746	3.909090909090909
4.409090909090909	4.2	4.470588235294118
4.1688311688311686	4.096774193548387	4.217391304347826
3.722794959908362	3.739782016348774	3.633093525179856
4.386206896551724	4.264367816091954	4.568965517241379
3.9084967320261437	3.696969696969697	4.068965517241379
3.6728624535315983	3.591549295774648	3.763779527559055
3.7096774193548385	4.125	3.4473684210526314
4.360902255639098	4.403458213256484	4.076923076923077
3.8181818181818183	3.7884615384615383	3.88
3.6271186440677967	3.6666666666666665	3.5652173913043477
3.5945945945945947	3.2222222222222223	3.9473684210526314
3.7346938775510203	3.7555555555555555	3.5
4.092105263157895	4.0	4.233333333333333
4.352112676056338	3.625	4.444444444444445
3.3684210526315788	3.370833333333333	3.2857142857142856
3.3817733990147785	3.3775	3.6666666666666665
3.864406779661017	4.172413793103448	3.566666666666667
4.059210526315789	4.0638297872340425	4.0
3.8805970149253732	3.891472868217054	3.6
3.496932515337423	3.7721518987341773	3.408906882591093
4.1594827586206895	4.15695067264574	4.222222222222222
3.6666666666666665	3.727272727272727	3.5714285714285716
3.702127659574468	3.6511627906976742	4.25
3.327651515151515	3.3282442748091605	3.25
3.292517006802721	3.2777777777777777	4.0
3.936	3.9732142857142856	3.6153846153846154
3.575	3.5743589743589745	3.6
3.342857142857143	3.25	3.350515463917526
3.869358669833729	3.9101941747572817	2.0
3.534181240063593	3.5638841567291313	3.119047619047619
3.7403846153846154	3.75	3.5
3.5354330708661417	3.537777777777778	3.5172413793103448
3.6	3.6470588235294117	2.888888888888889
3.5505226480836236	3.5767441860465117	3.4722222222222223
3.397984886649874	3.4077380952380953	3.3442622950819674
3.9058823529411764	3.8266666666666667	4.5
3.558139534883721	3.592156862745098	3.369565217391304
3.9441210710128054	3.9515738498789346	3.757575757575758
4.534883720930233	4.684210526315789	4.416666666666667
4.206896551724138	4.473684210526316	3.7
4.419354838709677	3.8	4.538461538461538
4.104166666666667	3.96875	4.375
3.2419354838709675	3.169811320754717	3.6666666666666665
3.6933497536945814	3.4727272727272727	3.7093791281373845
3.689986282578875	3.3516949152542375	3.8519269776876266
4.098039215686274	4.166666666666667	4.0
4.143884892086331	3.909090909090909	4.252631578947368
3.6486486486486487	4.125	3.5172413793103448
3.3636363636363638	3.5972222222222223	3.2760416666666665
4.606060606060606	4.76	4.125
4.052109181141439	4.141129032258065	3.9096774193548387
4.341389728096677	4.327160493827161	4.355029585798817
3.7	3.6470588235294117	4.0
3.2016806722689077	3.1534653465346536	3.264516129032258
3.6334841628959276	3.611111111111111	3.6838235294117645
4.536764705882353	4.540322580645161	4.5
3.106382978723404	3.0941176470588236	3.2222222222222223
4.306930693069307	4.352631578947369	3.5833333333333335
2.984126984126984	2.828	3.5846153846153848
4.147058823529412	4.132203389830509	4.545454545454546
3.7936507936507935	3.8043478260869565	3.764705882352941
3.103646833013436	3.2014563106796117	2.7339449541284404
4.09748427672956	4.192592592592592	3.5625
3.915492957746479	4.048387096774194	3.0
3.94392523364486	3.9368421052631577	4.0
3.6858974358974357	3.577777777777778	3.72972972972973
3.072463768115942	2.826972010178117	3.2942528735632184
3.747826086956522	3.6857142857142855	3.775
3.5531914893617023	3.563265306122449	3.4864864864864864
4.36964980544747	3.3333333333333335	4.381889763779528
3.5251141552511416	3.5396825396825395	3.5053763440860215
3.466666666666667	3.588235294117647	3.4491525423728815
4.4896265560165975	4.487179487179487	4.49009900990099
4.16	4.2105263157894735	4.148148148148148
3.3877551020408165	3.3956043956043955	3.3842364532019706
3.871794871794872	4.0	3.4
3.8097560975609754	3.810945273631841	3.75
3.702970297029703	3.44	3.789473684210526
2.708588957055215	2.707936507936508	2.727272727272727
4.102941176470588	4.0227272727272725	4.25
4.186440677966102	4.165697674418604	4.9
4.137254901960785	4.163265306122449	3.5
4.379310344827586	3.3333333333333335	4.6521739130434785
4.235849056603773	4.142857142857143	4.242424242424242
4.069620253164557	4.078431372549019	3.8
2.50990099009901	2.506234413965087	3.0
3.6	3.8205128205128207	3.3902439024390243
3.7927927927927927	4.142857142857143	3.7422680412371134
3.391044776119403	1.8333333333333333	3.5785953177257523
4.115107913669065	3.9508196721311477	4.243589743589744
4.339449541284404	3.5357142857142856	4.617283950617284
3.4688279301745637	3.0833333333333335	3.657992565055762
4.047058823529412	4.333333333333333	4.041916167664671
3.690909090909091	3.7435897435897436	3.5625
3.9274193548387095	3.7987012987012987	4.138297872340425
3.609848484848485	3.6183574879227054	3.5789473684210527
4.017241379310345	3.962962962962963	4.75
2.942857142857143	2.987138263665595	2.58974358974359
4.170786516853933	4.1671826625387	4.180327868852459
2.7146464646464645	3.0	2.593525179856115
4.195488721804511	4.2265625	3.4
3.612565445026178	3.6216216216216215	3.5813953488372094
3.7423167848699763	3.741007194244604	3.8333333333333335
3.5665236051502145	3.819672131147541	3.4767441860465116
3.614388489208633	3.6983546617915906	3.304054054054054
3.4395604395604398	3.225806451612903	3.4669421487603307
3.8160919540229883	3.3	3.883116883116883
4.09375	4.285714285714286	4.0864864864864865
3.52027027027027	3.1790123456790123	3.6488372093023256
3.81025641025641	3.7378048780487805	4.193548387096774
3.6881720430107525	3.8181818181818183	3.0625
3.7387914230019494	3.758130081300813	3.2857142857142856
3.871559633027523	3.7916666666666665	3.9344262295081966
4.089041095890411	4.125925925925926	3.6363636363636362
3.8627450980392157	4.027027027027027	3.4285714285714284
3.6984126984126986	3.7868852459016393	3.6153846153846154
3.293286219081272	3.299465240641711	3.2475247524752477
3.5594405594405596	3.5179856115107913	5.0
3.634920634920635	3.6923076923076925	3.3636363636363638
3.6098191214470283	3.611111111111111	3.5925925925925926
3.84	3.25	3.9523809523809526
3.283625730994152	3.3333333333333335	3.2827380952380953
3.6339285714285716	3.5714285714285716	3.6359447004608296
