all_mean	work_mean
5.0	5.0
3.4	3.2222222222222223
4.4	4.458333333333333
4.454545454545454	4.25
4.405405405405405	4.379310344827586
5.0	5.0
4.714285714285714	5.0
3.625	2.8
4.421052631578948	4.083333333333333
4.923076923076923	5.0
4.090909090909091	4.333333333333333
5.0	5.0
3.272727272727273	3.6666666666666665
3.526315789473684	3.566666666666667
3.7058823529411766	3.8461538461538463
4.0	3.8333333333333335
4.186046511627907	4.296296296296297
4.153846153846154	4.222222222222222
4.0476190476190474	4.3076923076923075
4.036363636363636	4.0
2.857142857142857	3.0
4.4	4.6
4.25	4.111111111111111
3.375	3.0
4.521739130434782	4.714285714285714
4.428571428571429	4.636363636363637
4.181818181818182	4.714285714285714
3.2616822429906542	3.2962962962962963
3.75	3.6923076923076925
4.12280701754386	4.128205128205129
3.659090909090909	3.588235294117647
3.75	3.7777777777777777
3.7058823529411766	3.642857142857143
4.473684210526316	4.6
3.892857142857143	3.923076923076923
4.5	4.647058823529412
4.846153846153846	5.0
4.586206896551724	4.473684210526316
4.142857142857143	4.2727272727272725
4.909090909090909	5.0
4.0	4.25
3.8271604938271606	3.8360655737704916
3.76	3.772727272727273
3.5142857142857142	3.7142857142857144
4.133333333333334	4.1
4.214285714285714	4.142857142857143
4.875	4.8
3.869565217391304	3.9375
3.9444444444444446	3.8181818181818183
4.0	4.0
4.09375	3.8846153846153846
4.625	4.5
3.7222222222222223	3.7241379310344827
4.1	4.166666666666667
4.714285714285714	4.636363636363637
3.652173913043478	3.642857142857143
3.5	2.7142857142857144
3.5833333333333335	3.125
4.111111111111111	4.0
3.6470588235294117	3.7142857142857144
4.181818181818182	3.6666666666666665
3.82	3.619047619047619
4.428571428571429	4.666666666666667
4.444444444444445	4.4
4.166666666666667	4.2
4.0	3.962962962962963
3.7432432432432434	3.764705882352941
4.7	4.6
4.344444444444444	4.361111111111111
3.9285714285714284	4.444444444444445
3.769230769230769	3.8333333333333335
4.352941176470588	4.409090909090909
4.111111111111111	4.333333333333333
4.0	4.25
3.625	3.642857142857143
4.0	4.25
4.185185185185185	4.428571428571429
4.584905660377358	4.555555555555555
4.1	4.0
3.588235294117647	3.9285714285714284
4.145833333333333	4.190476190476191
4.5	4.285714285714286
4.2	4.142857142857143
4.636363636363637	4.333333333333333
4.45945945945946	4.490566037735849
4.181818181818182	4.428571428571429
4.714285714285714	5.0
4.444444444444445	4.5
4.375	4.25
4.7631578947368425	4.75
4.45	4.642857142857143
4.304347826086956	4.368421052631579
4.0	3.6666666666666665
2.838709677419355	2.8214285714285716
3.347826086956522	3.176470588235294
3.1714285714285713	3.0833333333333335
4.0	4.041666666666667
4.0	4.0
4.4324324324324325	4.3478260869565215
4.2105263157894735	4.230769230769231
3.5714285714285716	3.3333333333333335
4.083333333333333	4.125
4.333333333333333	4.666666666666667
4.666666666666667	4.666666666666667
4.666666666666667	4.702702702702703
4.2727272727272725	4.333333333333333
4.12	4.166666666666667
4.090909090909091	4.076923076923077
3.85	4.166666666666667
4.3	4.166666666666667
4.547169811320755	4.538461538461538
3.7916666666666665	3.789473684210526
3.830188679245283	3.9166666666666665
4.025316455696203	3.984848484848485
3.5142857142857142	3.3333333333333335
4.083333333333333	4.1
4.411764705882353	4.5
4.0212765957446805	4.0
3.909090909090909	4.0
3.5294117647058822	3.5384615384615383
3.8051948051948052	4.08
4.285714285714286	4.3
4.375	3.6666666666666665
3.8	3.4444444444444446
4.866666666666666	4.947368421052632
3.48	3.526315789473684
3.6	3.4761904761904763
3.5238095238095237	3.6153846153846154
4.230769230769231	4.4
3.9722222222222223	4.033333333333333
3.2285714285714286	3.3461538461538463
3.896551724137931	3.9523809523809526
3.96875	4.222222222222222
4.015873015873016	3.966666666666667
5.0	5.0
4.111111111111111	4.0
4.25	3.75
3.576923076923077	3.6666666666666665
4.785714285714286	4.7
4.384615384615385	4.4
3.3684210526315788	3.4285714285714284
2.85	3.0
3.875	4.25
3.0408163265306123	2.9615384615384617
3.8421052631578947	3.7333333333333334
3.909090909090909	4.571428571428571
4.181818181818182	4.0
3.890909090909091	3.8181818181818183
4.571428571428571	4.75
5.0	5.0
4.214285714285714	4.555555555555555
3.7083333333333335	3.65
3.8933333333333335	3.9074074074074074
3.696969696969697	3.75
5.0	5.0
4.1891891891891895	4.037037037037037
4.823529411764706	4.8
4.0	4.0
3.7804878048780486	3.6
4.105263157894737	4.214285714285714
3.4166666666666665	3.1666666666666665
3.6486486486486487	3.7083333333333335
4.777777777777778	4.666666666666667
3.6973684210526314	3.712121212121212
3.9166666666666665	3.9565217391304346
5.0	5.0
3.8421052631578947	4.0
4.8	4.9523809523809526
4.708333333333333	4.65
4.311111111111111	4.3076923076923075
3.9473684210526314	3.9375
3.5	2.6666666666666665
5.0	5.0
4.5	4.411764705882353
4.833333333333333	4.75
4.115384615384615	4.0
4.321428571428571	4.35
4.0	3.967741935483871
3.8666666666666667	4.136363636363637
3.9	3.861111111111111
3.7037037037037037	3.652173913043478
3.75	3.9411764705882355
4.2	4.25
4.230769230769231	4.444444444444445
5.0	5.0
3.5	4.333333333333333
4.5	4.333333333333333
3.0	3.25
3.7222222222222223	3.5
3.2195121951219514	3.111111111111111
4.0	4.333333333333333
4.090909090909091	3.8333333333333335
3.7586206896551726	3.6
4.823529411764706	4.821428571428571
3.25	3.8
3.9285714285714284	4.238095238095238
3.75	3.782608695652174
3.5714285714285716	4.0
4.147058823529412	4.35
4.583333333333333	4.5
3.5	3.8
4.533333333333333	4.285714285714286
4.875	5.0
4.090909090909091	3.5714285714285716
3.8461538461538463	3.761904761904762
3.8666666666666667	3.9166666666666665
3.5	2.3333333333333335
3.7777777777777777	3.75
3.4285714285714284	3.5
4.433333333333334	4.523809523809524
4.08	4.05
3.7777777777777777	3.6
3.689655172413793	3.75
4.0	4.05
4.8	4.7272727272727275
4.166666666666667	4.285714285714286
3.4210526315789473	3.5454545454545454
4.585365853658536	4.551724137931035
4.0	3.945945945945946
3.727272727272727	3.875
3.8309859154929575	3.9661016949152543
3.816326530612245	3.75
4.3	4.5
4.375	4.8
4.3125	4.230769230769231
4.125	4.0
4.666666666666667	4.538461538461538
4.875	5.0
3.619047619047619	3.5294117647058822
4.363636363636363	4.333333333333333
3.875	3.8333333333333335
4.2727272727272725	4.375
4.153846153846154	4.161290322580645
4.363636363636363	4.166666666666667
3.9130434782608696	3.5
4.111111111111111	4.0
4.45945945945946	4.464285714285714
4.5	4.333333333333333
4.261904761904762	4.375
3.7222222222222223	3.4827586206896552
4.555555555555555	4.5
4.555555555555555	4.0
4.0	4.368421052631579
3.9	4.0
4.071428571428571	4.125
3.130434782608696	3.0526315789473686
4.111111111111111	4.25
2.6666666666666665	2.3333333333333335
3.8125	4.0
4.714285714285714	4.75
4.933333333333334	4.9
4.555555555555555	4.333333333333333
2.933333333333333	2.8181818181818183
4.833333333333333	4.666666666666667
4.666666666666667	4.4
4.769230769230769	4.6
4.478260869565218	4.423076923076923
4.666666666666667	4.714285714285714
4.411764705882353	4.310344827586207
4.8	4.777777777777778
4.571428571428571	5.0
3.75	4.666666666666667
2.3333333333333335	2.0
4.115384615384615	4.0701754385964914
4.0344827586206895	4.041666666666667
4.0	4.5
3.6956521739130435	3.7341772151898733
3.972972972972973	3.875
3.5	3.4285714285714284
4.2727272727272725	3.857142857142857
4.75	4.6
4.0476190476190474	4.0
4.142857142857143	3.857142857142857
4.105263157894737	4.25
1.5263157894736843	1.6666666666666667
3.861111111111111	4.0
4.375	4.4
3.12	3.2
3.7222222222222223	3.8181818181818183
4.111111111111111	4.2
4.294117647058823	3.875
3.0625	3.5
4.492957746478873	4.68
4.1875	4.142857142857143
4.045454545454546	3.9411764705882355
3.7	3.5
4.675	4.678571428571429
3.75	3.7
4.707692307692308	4.673913043478261
3.588235294117647	3.5
4.026666666666666	4.071428571428571
4.25	4.076923076923077
5.0	5.0
3.942857142857143	3.9310344827586206
4.538461538461538	4.714285714285714
3.25	3.3043478260869565
3.2666666666666666	3.3
3.74	3.6944444444444446
4.155555555555556	4.32
3.625	3.6122448979591835
3.4705882352941178	3.5384615384615383
3.15	3.2
3.5853658536585367	3.6
3.533333333333333	3.48
4.385714285714286	4.357142857142857
4.2	4.3
4.75	4.5
4.132352941176471	3.945945945945946
4.048780487804878	4.0
4.146341463414634	4.176470588235294
4.217391304347826	4.315789473684211
3.375	3.391304347826087
4.5625	4.5
4.052631578947368	4.066666666666666
3.8181818181818183	4.0
4.285714285714286	4.5
4.0777777777777775	4.070422535211268
3.466666666666667	3.0
2.857142857142857	3.0
4.541666666666667	4.647887323943662
4.166666666666667	4.176470588235294
4.305555555555555	4.3076923076923075
4.457142857142857	4.478260869565218
3.5	3.0
4.125	4.75
3.5	3.6
4.5	4.538461538461538
3.238095238095238	3.111111111111111
4.2105263157894735	4.214285714285714
4.913043478260869	5.0
3.7916666666666665	3.8333333333333335
3.793103448275862	3.8125
4.855263157894737	4.803921568627451
3.388888888888889	3.2222222222222223
3.7058823529411766	3.25
4.615384615384615	4.6
4.148148148148148	4.355555555555555
3.361111111111111	3.4545454545454546
4.357142857142857	4.0
4.230769230769231	4.339285714285714
4.111111111111111	3.6666666666666665
4.909090909090909	4.882352941176471
2.8	2.6666666666666665
4.636363636363637	5.0
5.0	5.0
4.0	4.5
4.785714285714286	4.857142857142857
5.0	5.0
4.833333333333333	4.833333333333333
3.9	3.7142857142857144
4.8	5.0
3.0	2.923076923076923
3.8333333333333335	3.6666666666666665
3.25	3.4615384615384617
4.5	4.0
4.333333333333333	4.333333333333333
4.363636363636363	3.6666666666666665
4.038461538461538	4.0
3.3	3.5714285714285716
3.9545454545454546	3.911764705882353
4.833333333333333	4.666666666666667
3.5	3.3333333333333335
3.9	4.0
3.9375	4.083333333333333
3.7142857142857144	5.0
5.0	5.0
3.8333333333333335	3.6666666666666665
4.12	4.090909090909091
4.666666666666667	4.428571428571429
3.3	2.888888888888889
3.7096774193548385	3.6842105263157894
3.923076923076923	3.8
4.133333333333334	3.75
3.9473684210526314	4.166666666666667
4.764705882352941	4.769230769230769
3.3076923076923075	3.1
4.382352941176471	4.339805825242719
3.8260869565217392	3.8333333333333335
4.0	4.25
4.461538461538462	4.714285714285714
3.0	3.0555555555555554
4.116279069767442	4.096774193548387
3.888888888888889	3.8181818181818183
4.230769230769231	4.25
4.162162162162162	4.166666666666667
3.8421052631578947	3.8461538461538463
4.55	4.454545454545454
4.3478260869565215	4.1875
3.375	3.4642857142857144
4.2105263157894735	4.137931034482759
4.785714285714286	4.818181818181818
4.828947368421052	4.841269841269841
5.0	5.0
3.7142857142857144	3.25
4.354838709677419	4.454545454545454
4.375	4.666666666666667
4.476190476190476	4.461538461538462
2.5	2.230769230769231
4.3	4.2407407407407405
3.7142857142857144	3.9
4.5	4.6
4.2105263157894735	4.222222222222222
4.115384615384615	3.9523809523809526
3.4782608695652173	3.4375
3.625	3.6
4.775	4.6923076923076925
2.8333333333333335	2.888888888888889
3.923076923076923	4.3
3.619718309859155	3.7083333333333335
4.0	4.083333333333333
3.3076923076923075	3.25
4.216216216216216	4.271186440677966
4.565217391304348	4.5
4.285714285714286	4.25
3.7209302325581395	3.6666666666666665
3.3043478260869565	3.3125
4.75	4.5
4.419354838709677	4.392857142857143
4.777777777777778	5.0
4.1	3.0
4.3076923076923075	4.444444444444445
3.8947368421052633	4.0
4.3125	4.6
4.2	3.8333333333333335
3.888888888888889	3.8
3.3333333333333335	4.2
4.0476190476190474	4.0
3.6	3.5
4.285714285714286	3.3333333333333335
4.111111111111111	3.5714285714285716
4.916666666666667	5.0
4.285714285714286	4.0
3.8	2.6666666666666665
3.7777777777777777	4.5
5.0	5.0
3.0714285714285716	3.5555555555555554
5.0	5.0
4.512195121951219	4.464285714285714
4.371428571428571	4.291666666666667
4.444444444444445	4.615384615384615
4.785714285714286	4.7368421052631575
4.166666666666667	4.333333333333333
5.0	5.0
3.5	3.5714285714285716
5.0	5.0
4.205128205128205	4.172413793103448
2.857142857142857	3.75
3.92	3.769230769230769
4.142857142857143	4.2
4.875	5.0
3.857142857142857	3.0
4.545454545454546	4.714285714285714
3.9411764705882355	4.285714285714286
4.1	4.0
3.5384615384615383	3.5
4.181818181818182	4.375
3.4	3.5714285714285716
4.75	4.6923076923076925
4.666666666666667	4.333333333333333
4.615384615384615	4.571428571428571
3.347826086956522	3.0588235294117645
4.45	4.470588235294118
4.323529411764706	4.291666666666667
4.625	4.555555555555555
3.8823529411764706	3.7142857142857144
3.5	3.3333333333333335
4.333333333333333	4.416666666666667
4.032258064516129	3.869565217391304
3.125	3.2857142857142856
4.363636363636363	4.6
4.08	4.181818181818182
4.333333333333333	3.6666666666666665
3.111111111111111	2.6666666666666665
3.5714285714285716	4.25
2.125	2.207547169811321
4.333333333333333	5.0
4.666666666666667	4.571428571428571
5.0	5.0
3.388888888888889	3.2666666666666666
3.8181818181818183	4.714285714285714
4.0	4.666666666666667
4.777777777777778	4.666666666666667
4.066666666666666	4.2727272727272725
4.3076923076923075	4.3
3.0	3.8
4.5	4.75
4.3	4.375
4.666666666666667	4.6
3.625	3.4
3.8947368421052633	3.933333333333333
4.0	4.0
3.8260869565217392	3.8666666666666667
3.7333333333333334	3.8
4.7	4.666666666666667
4.5588235294117645	4.826086956521739
4.111111111111111	4.166666666666667
4.170212765957447	4.205128205128205
4.722222222222222	4.666666666666667
4.1875	4.3076923076923075
4.615384615384615	4.666666666666667
3.466666666666667	3.6
3.923076923076923	3.5555555555555554
4.166666666666667	3.888888888888889
4.296296296296297	4.111111111111111
3.0	2.5555555555555554
3.8333333333333335	4.333333333333333
4.529411764705882	4.222222222222222
3.923076923076923	4.032786885245901
4.0	4.75
3.875	4.2
3.8421052631578947	3.769230769230769
4.833333333333333	4.666666666666667
4.714285714285714	4.75
4.5	4.6
4.171875	4.191489361702128
4.444444444444445	4.4
4.444444444444445	4.5
4.142857142857143	4.0
5.0	5.0
4.25	4.6
3.923076923076923	3.625
4.428571428571429	3.6666666666666665
4.428571428571429	4.0
3.5	4.0
4.857142857142857	5.0
4.0	4.125
3.125	3.6
5.0	5.0
4.32258064516129	4.24
4.133333333333334	4.666666666666667
3.9047619047619047	3.7777777777777777
4.875	4.8
3.3333333333333335	3.125
4.7894736842105265	4.916666666666667
3.5454545454545454	4.166666666666667
4.5813953488372094	4.5625
5.0	5.0
3.888888888888889	3.5
4.04	4.105263157894737
4.0	4.0
5.0	5.0
3.375	4.0
3.8333333333333335	4.666666666666667
3.272727272727273	2.857142857142857
4.454545454545454	5.0
4.153846153846154	4.333333333333333
3.9166666666666665	3.6
5.0	5.0
4.571428571428571	4.5
5.0	5.0
4.722222222222222	4.714285714285714
4.0	3.875
4.625	4.25
4.444444444444445	4.4
3.5555555555555554	3.5
3.9523809523809526	3.8823529411764706
3.6363636363636362	3.7142857142857144
5.0	5.0
4.1	3.3333333333333335
3.909090909090909	3.8214285714285716
4.470588235294118	4.2727272727272725
5.0	5.0
4.571428571428571	4.611111111111111
4.071428571428571	4.090909090909091
3.6666666666666665	4.0
4.125	3.75
4.416666666666667	4.625
3.375	3.6
4.428571428571429	5.0
4.0	3.8
4.916666666666667	5.0
4.45	4.454545454545454
5.0	5.0
3.5	3.6666666666666665
4.125	5.0
3.2	2.5
4.294117647058823	4.5
4.333333333333333	5.0
3.875	4.0
4.166666666666667	4.0
3.7333333333333334	4.0
3.142857142857143	2.75
3.727272727272727	3.4285714285714284
3.5	3.0
4.428571428571429	3.6666666666666665
4.625	4.4
4.125	3.8
3.9	4.5
4.125	3.6
4.6	4.666666666666667
4.090909090909091	4.0
5.0	5.0
4.166666666666667	3.9347826086956523
4.3125	4.333333333333333
4.444444444444445	5.0
3.611111111111111	4.4
5.0	5.0
3.72	3.411764705882353
4.166666666666667	3.3333333333333335
4.5	4.416666666666667
4.0	4.666666666666667
3.0	3.0
2.411764705882353	2.1538461538461537
4.5	4.666666666666667
3.4615384615384617	3.0
3.8076923076923075	3.772727272727273
3.888888888888889	3.6
4.428571428571429	4.352941176470588
3.3846153846153846	3.4347826086956523
4.666666666666667	5.0
4.3	4.0
3.6	3.6875
4.333333333333333	4.0
4.833333333333333	4.666666666666667
4.214285714285714	4.3
4.857142857142857	4.875
3.35	3.625
4.5	5.0
4.714285714285714	4.666666666666667
4.714285714285714	4.666666666666667
4.086956521739131	4.0
3.6666666666666665	3.3333333333333335
4.1	3.9285714285714284
3.3333333333333335	3.4074074074074074
4.708333333333333	4.722222222222222
3.5454545454545454	3.25
4.2	3.6666666666666665
4.0	4.5
4.75	4.8
4.3	4.428571428571429
3.5714285714285716	4.0
4.649122807017544	4.655172413793103
4.428571428571429	4.25
4.416666666666667	4.428571428571429
4.0	4.666666666666667
2.875	2.8181818181818183
4.9	4.666666666666667
3.4	3.7142857142857144
4.0	4.111111111111111
4.9	4.857142857142857
3.7777777777777777	3.8
4.428571428571429	4.142857142857143
3.6	4.0
3.6	3.6
4.35	4.5
3.8181818181818183	3.857142857142857
4.5	4.0
4.1	3.6666666666666665
4.473684210526316	4.466666666666667
3.75	3.764705882352941
3.9166666666666665	3.5
3.75	3.2
4.333333333333333	4.0
2.8157894736842106	2.6785714285714284
3.5555555555555554	4.666666666666667
4.333333333333333	4.625
4.714285714285714	4.7
3.75	4.0
4.2727272727272725	4.142857142857143
3.4166666666666665	3.5
5.0	5.0
4.0	3.8
4.5	5.0
4.428571428571429	5.0
3.3	3.0
4.083333333333333	4.285714285714286
3.857142857142857	3.5
4.833333333333333	4.666666666666667
4.0	4.0
3.857142857142857	3.3333333333333335
3.857142857142857	3.3333333333333335
3.5833333333333335	3.3125
4.526315789473684	4.5
3.8823529411764706	3.5
4.0	4.108108108108108
4.689655172413793	4.777777777777778
3.8	5.0
4.117647058823529	4.2
5.0	5.0
4.7631578947368425	4.814814814814815
3.357142857142857	2.625
4.153846153846154	4.333333333333333
4.076923076923077	4.1
4.2	4.0
4.56140350877193	4.5576923076923075
4.166666666666667	3.6666666666666665
5.0	5.0
4.0	3.5
4.785714285714286	4.909090909090909
4.0	3.75
4.7	4.571428571428571
3.066666666666667	3.6666666666666665
4.711111111111111	4.862068965517241
4.125	4.08
4.40625	4.25
4.933333333333334	4.916666666666667
4.666666666666667	4.615384615384615
4.714285714285714	5.0
3.75	3.25
4.428571428571429	4.607142857142857
4.3076923076923075	3.8333333333333335
4.153846153846154	4.222222222222222
3.9444444444444446	3.739130434782609
4.472222222222222	4.32
4.538461538461538	4.5
3.5	4.0
3.789473684210526	3.933333333333333
4.818181818181818	5.0
4.25	4.6
3.7777777777777777	3.8333333333333335
4.860759493670886	4.893939393939394
4.375	4.2
4.285714285714286	4.1923076923076925
4.166666666666667	4.0
4.428571428571429	4.444444444444445
3.9583333333333335	3.9523809523809526
4.333333333333333	4.384615384615385
4.954545454545454	4.947368421052632
4.428571428571429	4.75
4.142857142857143	4.333333333333333
4.833333333333333	4.666666666666667
4.538461538461538	4.4
4.108695652173913	4.055555555555555
3.7	3.5
4.761904761904762	4.75
3.7	3.8333333333333335
4.0	4.583333333333333
3.6	3.5
4.1	3.3333333333333335
4.444444444444445	5.0
3.6666666666666665	3.5555555555555554
3.65	3.3846153846153846
4.5	4.75
4.0	4.25
4.285714285714286	4.25
3.869565217391304	4.0
3.9047619047619047	3.923076923076923
3.5827814569536423	3.5727272727272728
5.0	5.0
4.133333333333334	4.25
4.07	4.055555555555555
4.809523809523809	4.785714285714286
4.020408163265306	4.0
4.454545454545454	5.0
4.583333333333333	4.2
4.857142857142857	5.0
4.071428571428571	4.0
3.9411764705882355	4.2
3.4285714285714284	4.0
4.826086956521739	4.785714285714286
3.357142857142857	3.6
4.642857142857143	4.75
3.7777777777777777	3.5
3.75	3.6
4.833333333333333	5.0
4.5	4.6
4.117647058823529	4.3076923076923075
3.3846153846153846	3.7
4.636363636363637	5.0
4.2272727272727275	4.352941176470588
4.511904761904762	4.369230769230769
4.125	3.75
4.260869565217392	4.222222222222222
3.888888888888889	3.4
3.2857142857142856	3.0
4.428571428571429	4.0
4.428571428571429	4.142857142857143
3.8666666666666667	4.181818181818182
4.666666666666667	4.857142857142857
4.0	3.6
3.5416666666666665	3.5
3.577777777777778	3.5476190476190474
3.6666666666666665	4.0
4.625	4.5
4.2727272727272725	4.0
4.896551724137931	4.866666666666666
3.25	2.6
3.875	3.75
3.75	3.25
4.076923076923077	4.25
3.2564102564102564	3.44
3.6551724137931036	3.8260869565217392
4.777777777777778	4.571428571428571
4.639175257731959	4.620253164556962
2.5454545454545454	2.6
4.076923076923077	4.125
3.1666666666666665	3.3333333333333335
4.444444444444445	4.454545454545454
4.222222222222222	4.190476190476191
4.833333333333333	4.666666666666667
4.0	4.0
4.666666666666667	4.333333333333333
4.254901960784314	4.162162162162162
4.090909090909091	4.333333333333333
2.888888888888889	2.25
3.75	4.384615384615385
3.6666666666666665	3.8333333333333335
3.0	2.875
4.142857142857143	4.25
4.529411764705882	4.461538461538462
3.090909090909091	3.0
4.2	4.0
4.636363636363637	4.571428571428571
4.666666666666667	4.909090909090909
4.444444444444445	4.0
4.352941176470588	4.260869565217392
5.0	5.0
4.142857142857143	3.6666666666666665
4.0	3.9
3.769230769230769	4.4
4.5	5.0
