all_avg_price	period_avg_price
64.18	93.00
414.52	473.11
175.75	118.45
105.91	107.70
191.41	300.20
70.06	40.60
105.27	111.67
227.56	231.58
271.83	141.00
1152.21	620.75
211.27	167.67
180.59	190.20
444.80	425.28
2436.20	1327.00
270.50	345.00
536.71	481.50
2745.50	3113.58
185.24	289.45
56.80	33.27
79.13	100.52
81.13	163.82
517.92	637.55
166.56	207.00
140.19	123.62
101.06	66.45
361.69	508.00
179.63	159.92
125.90	179.47
153.73	113.86
92.20	124.30
43.24	75.87
374.50	354.00
72.59	61.83
241.89	142.50
142.71	141.51
1713.59	317.40
282.87	287.54
201.29	186.17
98.09	77.90
288.27	322.80
34.71	36.40
228.39	195.33
162.00	258.99
170.11	157.40
189.57	76.93
138.65	85.63
291.10	345.78
327.47	385.89
166.35	192.00
169.88	142.60
182.09	140.33
269.43	199.83
185.72	263.00
228.96	113.97
49.86	8.83
231.69	270.00
126.34	121.22
250.67	449.29
203.29	252.50
35.36	52.08
409.09	226.30
310.67	415.33
653.47	134.33
2248.43	1798.67
52.99	22.77
155.11	162.67
137.90	114.86
279.35	230.00
188.28	208.12
53.55	41.69
185.73	263.60
167.83	215.34
207.49	209.20
124.63	40.59
456.09	215.26
474.47	507.25
257.76	365.87
307.57	312.20
1878.29	2728.50
1256.53	445.29
189.82	150.00
15862.42	449.40
80.22	98.27
2311.54	885.33
85.50	93.00
304.45	241.67
514.94	263.50
174.44	210.79
371.88	105.20
132.33	156.33
513.92	608.25
257.12	273.85
593.12	118.61
256.86	291.67
152.70	158.75
93.52	80.73
267.85	268.70
2957.78	2878.81
410.42	171.63
108.62	92.91
253.12	421.67
87.96	71.05
120.78	114.40
119.01	180.67
289.94	260.33
389.00	297.25
144.18	111.22
245.45	230.53
378.11	192.17
101.45	47.24
324.18	206.00
66.03	77.50
149.80	121.00
312.14	338.00
315.48	197.68
133.21	125.60
498.45	512.00
175.72	155.98
120.35	86.92
363.52	332.62
34.86	5.86
495.33	759.33
246.70	208.14
46.92	76.12
96.03	74.36
130.95	142.86
109.91	144.00
515.21	373.33
413.61	271.30
245.47	334.36
329.41	404.54
85.59	91.67
180.06	207.90
1297.81	2045.43
290.70	272.98
119.11	138.50
209.63	234.20
87.73	105.00
127.02	42.20
329.56	330.33
281.74	289.43
641.68	237.25
173.38	260.50
386.86	527.75
123.12	230.60
236.50	244.14
1047.03	282.60
78.00	70.67
259.60	160.80
140.51	156.33
693.65	115.67
698.32	929.12
274.24	252.87
229.75	382.25
134.43	156.02
86.59	140.67
1017.33	1735.67
223.58	174.47
330.96	234.21
111.09	139.75
98.53	86.05
119.06	106.38
519.00	1037.00
340.51	570.14
203.78	264.80
228.93	179.29
93.76	53.75
225.87	282.97
226.17	205.83
315.86	204.99
185.41	95.53
131.87	104.00
331.33	735.83
134.51	120.41
101.10	106.10
702.08	674.60
302.05	428.99
147.71	134.97
209.85	328.00
196.93	190.46
83.24	71.80
148.11	130.41
495.43	605.30
214.52	305.41
67.03	114.41
356.96	435.50
124.76	84.39
550.30	213.71
266.99	292.85
36.23	5.50
186.88	152.82
274.43	287.47
301.83	353.32
120.14	173.50
232.26	303.75
321.75	175.67
289.23	129.00
188.92	100.74
53.36	64.27
64.40	88.36
207.51	304.47
289.09	75.64
167.60	250.67
364.75	405.50
152.76	146.97
112.96	94.12
208.58	215.43
183.67	163.33
330.36	495.33
61.65	89.67
139.09	75.00
160.20	193.95
480.93	415.80
44.14	46.10
194.81	115.70
770.00	243.38
138.92	139.80
370.88	641.33
168.08	165.00
1330.77	135.16
277.38	184.22
415.63	333.92
149.40	157.55
268.02	158.63
172.40	272.75
1763.38	623.00
673.39	526.92
126.81	124.87
180.88	159.53
67.41	70.63
257.78	214.17
59.88	52.38
1239.92	3607.46
190.56	195.25
332.31	397.40
227.05	391.33
216.63	109.00
244.31	269.97
165.12	128.33
397.66	379.67
345.15	202.00
79.96	145.20
1355.52	465.75
209.53	321.60
199.68	159.88
902.40	708.50
58.46	120.67
109.12	111.75
112.63	110.22
218.44	180.55
157.18	81.91
829.25	382.44
236.18	212.00
130.95	115.25
189.72	340.75
122.15	121.35
203.67	212.50
2093.87	168.60
211.50	254.99
396.53	385.00
164.26	373.15
340.87	378.09
212.61	279.00
218.39	321.33
781.79	744.43
229.57	111.67
191.67	176.00
1490.36	1364.20
299.30	128.97
157.84	150.16
176.23	166.00
125.93	175.30
409.77	426.59
121.38	144.00
137.97	235.00
222.05	374.67
214.48	204.10
215.74	211.36
903.59	252.33
2193.38	3058.37
172.33	119.09
255.00	120.00
155.76	190.33
35.47	33.85
184.94	119.13
76.37	118.93
220.00	247.00
150.81	98.00
148.84	136.36
1411.62	1990.00
116.86	168.57
310.77	431.57
166.66	102.78
837.84	1583.18
377.45	521.24
193.20	20.87
139.99	153.67
652.44	532.62
1180.44	974.50
176.10	220.75
333.46	338.80
1593.71	2319.75
1248.78	1914.00
267.15	211.11
176.71	99.00
923.82	136.67
930.88	874.22
1359.05	1552.25
125.36	80.72
86.33	115.39
83.99	90.39
360.12	381.83
128.90	113.00
105.97	70.27
409.19	539.80
178.79	108.06
89.30	112.63
77.57	47.33
281.28	328.12
109.09	108.40
486.40	554.30
513.81	575.29
123.45	95.15
31.40	24.10
124.68	195.13
67.83	111.78
345.09	275.75
487.63	226.00
112.45	114.22
158.89	165.33
199.11	202.73
300.25	337.67
270.78	119.75
172.44	172.53
3929.42	195.00
881.20	1163.67
123.44	119.08
91.46	83.94
6222.33	7126.00
289.50	365.33
84.43	81.94
301.80	247.94
561.98	319.78
268.21	247.29
660.78	454.33
90.98	106.92
484.38	518.33
109.09	49.02
202.77	183.10
11675.08	2843.00
13.59	19.93
136.75	116.75
142.90	129.47
103.97	83.12
183.12	51.91
251.96	178.94
514.85	77.76
572.10	381.71
138.37	52.45
107.69	98.00
1382.62	2608.67
37.74	15.29
387.00	146.60
139.14	143.60
180.23	131.43
266.56	243.67
300.86	274.83
194.80	205.00
48.45	63.98
173.62	254.67
80.24	71.67
504.67	295.76
145.43	158.75
122.57	117.02
92.97	84.37
42.86	38.00
371.95	92.24
74.42	98.33
143.60	191.00
59.65	44.40
83.43	73.10
232.39	162.33
272.30	420.40
181.57	208.50
158.10	159.99
230.58	224.18
271.02	132.00
462.14	145.68
287.64	228.67
254.13	173.50
100.98	49.97
117.31	142.00
152.33	123.00
672.52	163.38
137.49	173.40
152.32	314.20
558.22	385.33
63.16	34.33
260.76	203.52
262.38	291.00
78.46	62.16
212.11	300.18
217.83	294.00
76.50	121.70
479.86	860.71
408.72	529.56
188.08	239.71
201.20	269.53
413.57	367.75
90.62	79.16
145.80	156.40
100.11	104.67
233.11	264.07
92.24	18.20
124.88	167.00
741.83	431.00
68.08	69.30
182.95	215.53
174.91	201.20
628.57	918.33
8602.33	8132.00
396.50	464.14
502.29	779.75
297.90	295.29
505.34	477.70
181.71	175.80
244.43	348.50
386.00	380.67
307.22	227.83
4068.11	4632.00
155.84	75.30
194.77	198.25
133.45	224.20
396.50	181.29
52.22	50.98
136.25	125.00
250.44	245.33
247.89	299.23
209.31	238.69
2433.53	2051.43
326.93	204.14
170.68	158.76
248.24	253.33
437.08	713.17
140.32	151.33
230.97	298.76
153.26	68.75
110.36	84.29
241.70	215.17
180.97	121.17
167.24	129.60
397.60	644.30
41.90	28.52
208.91	227.41
206.67	124.33
42.01	62.05
290.18	320.50
154.87	110.27
65.53	58.99
1183.12	141.65
151.91	152.72
1386.85	96.24
54.54	62.39
1321.92	233.80
165.27	275.45
187.52	112.50
236.90	185.33
199.55	58.47
313.25	280.00
147.16	171.33
207.41	272.70
224.33	152.00
834.90	1391.25
264.22	337.50
160.05	165.89
147.46	167.71
1080.82	2006.50
350.81	197.33
60.84	107.93
303.54	304.38
249.29	214.67
39.02	30.92
123.31	94.00
63.97	52.00
1824.46	170.00
33.81	50.97
215.88	228.00
135.30	54.27
330.78	476.43
113.32	241.90
122.37	126.96
163.92	245.33
102.71	137.33
421.46	284.20
75.80	82.85
410.04	473.60
103.11	85.68
170.71	107.33
100418.85	11806.47
125.58	129.50
168.49	220.33
73.86	99.54
288.71	382.66
225.27	191.70
273.60	304.50
293.34	237.75
96.67	112.32
4940.33	6942.11
20.47	8.15
206.06	304.81
248.67	209.00
285.12	356.51
439.80	924.08
70.37	56.27
194.86	127.75
234.28	228.33
148.16	112.95
278.79	296.71
239.46	318.33
334.92	232.54
195.58	198.43
395.29	366.80
327.96	355.90
82.95	136.92
130.38	124.51
299.63	265.45
89.23	158.08
191.15	285.04
145.25	129.36
274.94	247.99
263.91	216.17
27.08	10.99
82.40	56.85
211.11	377.50
176.64	120.67
182.25	128.67
311.67	253.68
254.58	279.50
109.38	72.00
242.86	185.75
78.89	141.60
149.57	80.88
121.47	142.00
356.94	211.40
230.28	248.09
213.29	99.25
910.01	1507.08
348.47	460.35
132.07	86.90
380.21	383.75
119.72	112.78
115.21	160.18
544.73	1275.00
49.19	37.94
252.18	245.14
447.10	680.50
51.75	49.97
432.32	274.98
608.56	91.00
30.00	32.91
242.45	398.67
447643.91	246.00
257.18	198.04
127.60	20.61
188.29	177.50
789.47	392.50
3220.15	3064.00
142.89	139.10
82.92	115.85
252.25	166.22
237.74	279.13
73.12	29.30
2154.76	3068.33
87.43	63.67
129.46	151.67
207.86	114.75
214.06	56.33
50.22	56.00
815.64	218.25
1807.06	1407.00
259.56	281.20
127.10	136.00
218.47	114.53
242.64	191.83
83.83	151.20
185.31	158.68
315.02	390.20
241.29	190.67
154.07	123.48
172.82	102.23
362.89	220.50
93.43	125.99
1496.94	2760.93
210.19	290.50
1002.21	794.50
228.61	447.60
124.91	145.50
683.50	468.67
352.71	172.00
87.56	111.67
387.33	221.85
352.22	390.80
2030.67	4834.80
453.69	145.33
3155.40	96.04
177.14	222.00
124.09	271.16
94.00	91.80
176.64	192.16
338.33	358.00
135.25	156.80
178.78	98.67
265.87	197.29
418.65	428.63
154.70	313.50
247.96	230.60
227.17	179.48
309.89	255.67
198.85	265.00
151.69	77.94
65.85	244.97
577.31	137.67
149.59	127.99
419.52	457.15
652.18	750.00
230.06	293.75
171.16	220.33
235.46	87.90
98.15	99.89
65.07	74.27
284.18	433.00
267.67	151.33
620.74	798.34
228.98	301.16
127.45	124.00
77.40	36.20
2400.90	4349.00
168.73	148.33
640.57	662.00
685.05	173.37
385.61	331.55
111.83	92.33
209.89	281.44
128.26	94.27
212.85	263.50
234.54	175.00
277.99	106.15
347.49	258.91
487.83	840.67
482.82	182.50
181.73	101.52
319.50	165.00
65.36	31.33
71.41	96.54
523.98	485.69
403.07	261.50
238.00	212.00
486.87	616.33
188.72	308.33
202.62	141.67
141.37	190.00
74.82	81.56
154.64	137.96
124.68	95.90
340.62	243.22
318.73	269.45
206.06	241.40
132.69	96.12
33.17	13.53
183.59	112.62
105.56	67.97
421.00	348.67
254.88	271.40
404.62	251.38
123.51	125.31
343.11	368.00
218.64	128.95
249.31	375.40
131.94	157.80
271.19	376.60
323.09	450.57
97.55	128.97
164.50	82.81
467.63	273.90
221.19	224.86
218.90	221.33
92.46	89.46
244.08	159.25
4297.59	3892.20
1114.78	4318.50
299.44	174.33
439.14	418.67
166.89	167.90
315.17	387.80
50.56	44.67
438.53	1282.67
167.17	136.23
163.04	118.00
219.77	461.00
773.52	686.75
440.48	895.62
269.02	222.33
147.19	75.33
215.67	219.33
245.04	248.00
128.13	204.18
3268.32	6000.38
160.44	149.00
265.81	395.67
226.93	259.43
279.30	46.77
148.84	170.00
85.88	56.67
129.11	124.10
353.85	191.50
160.13	188.86
42.11	10.20
21.66	30.93
692.64	1027.40
42.21	56.19
340.11	413.00
186.26	181.36
15199.67	192.00
232.80	263.75
225.31	262.55
214.46	245.75
280.75	283.80
803.60	52.23
283.07	166.80
127.21	158.63
357.69	306.00
104.58	66.50
615.21	379.98
241.00	284.67
92.12	96.21
443.33	393.75
99.96	71.59
2366.86	1071.14
243.01	146.00
149.93	70.75
197.21	317.72
771.60	279.71
311.62	141.71
721.64	511.00
57.29	33.45
227.23	172.50
293.21	25.82
13.28	19.53
316.68	380.79
104.40	104.33
437.98	751.60
262.12	92.28
615.33	439.33
112.89	140.25
118.86	95.67
214.07	132.50
146.14	319.16
188.95	144.57
249.00	385.00
131.59	152.55
95.18	109.00
170.52	104.95
842.92	1353.20
208.45	143.25
298.29	345.67
168.69	103.94
374.38	185.00
123.24	104.22
132.29	98.67
317.98	93.60
961.59	91.00
465.63	888.75
555.37	306.12
40.13	51.65
64.51	50.60
86.68	94.35
354.43	153.24
110.17	77.00
84.20	129.67
237.87	284.60
186.86	173.50
87.67	135.55
94.72	119.02
537.38	731.67
229.41	234.72
295.27	333.07
166.52	163.43
231.59	241.17
307.75	45.71
299.77	327.75
320.12	498.25
164.62	118.40
535.25	265.67
269.06	265.25
79.71	58.00
336.45	196.07
269.67	247.80
143.83	105.12
1624.24	280.00
214.00	112.00
200.57	243.98
125.69	83.00
180.27	237.51
118.17	161.80
207.12	120.69
402.67	385.50
511.22	357.27
1762.32	477.27
214.54	335.65
356.35	236.07
147.93	119.39
257.82	137.17
455.00	788.80
142.57	192.50
237.91	188.33
168.80	181.38
182.87	125.04
142.53	174.50
180.83	208.00
197.52	161.25
301.58	367.17
91.71	62.97
289.94	172.00
277.79	247.88
372.55	478.97
621.96	577.14
179.68	77.36
276.75	215.60
65.51	41.46
620.40	457.20
121.99	187.00
166.50	182.50
685.67	804.67
401.92	507.60
606.16	344.00
130.03	144.39
350.19	299.00
162.91	102.40
308.56	282.33
128.59	128.75
128.26	32.01
141.10	90.50
289.73	245.75
237.48	164.96
116.83	82.00
84.97	49.33
794.71	352.67
484.71	161.67
1150.65	1191.86
390.54	458.20
75.54	40.96
1976.07	1176.25
261.57	308.00
107.38	189.37
210.22	151.67
282.56	242.33
290.14	366.25
220.21	216.50
249.86	337.50
203.12	117.80
274.40	202.00
71.17	86.00
76.06	95.70
48.64	66.67
203.03	262.40
1137.59	1472.67
262.46	189.02
140.05	169.78
485.25	598.67
196.87	214.00
356.81	592.50
116.49	140.33
1279.00	4198.00
631.91	695.00
223.87	210.35
701.20	275.80
192.31	191.97
305.91	347.25
229.97	175.47
112.25	124.13
395.68	448.67
341.07	228.60
246.94	249.67
300.21	426.50
177.97	42.97
292.42	302.17
83.50	46.45
257.57	233.65
108.84	78.35
104.42	149.00
102.49	52.30
208.02	139.94
313.82	259.20
309.87	177.40
144.62	51.38
184.20	204.56
221.44	218.33
81.70	63.20
1913.80	439.25
263.57	167.55
62.89	76.06
159.80	124.00
33.48	42.80
250.42	364.50
631.79	461.60
613.65	424.75
222.82	241.67
196.65	168.17
68.59	88.00
90.55	4.59
335.00	126.00
167.27	238.88
269.02	143.25
317.94	441.50
271.77	198.17
256.62	292.80
588.08	292.86
391.30	322.33
95.11	64.58
193.58	347.33
310.70	324.20
158.32	123.26
330.91	188.33
247.59	196.76
248.42	198.95
173.06	185.00
463.25	316.50
290.91	126.67
120.00	105.67
37.39	19.59
153.04	136.85
375.70	410.60
391.70	437.83
320.25	184.60
206.84	171.67
239.86	188.33
537.06	502.36
290.75	248.33
342.78	160.98
327.88	267.00
156.56	171.67
87.41	71.20
651.22	349.33
144.89	85.07
432.36	70.81
125.75	153.67
152.62	158.54
438.55	521.00
201.18	377.17
655.73	505.50
93.09	77.14
62.50	82.27
269.81	250.95
287.54	341.00
368.71	401.99
117.37	107.15
319.50	310.30
499.83	811.33
384.41	401.00
166.58	123.86
198.33	311.75
386.81	284.50
332.65	362.86
71.11	59.60
339.15	343.17
292.91	340.38
137.10	99.93
131.00	108.50
506.78	650.00
931.99	1498.97
127.84	67.80
225.15	505.33
199.73	78.93
497.50	613.86
360.56	105.00
97.81	50.93
179.07	205.80
557.00	988.67
67.64	76.60
187.73	74.66
338.74	243.88
178.27	208.40
215.40	259.06
191.78	251.55
107.34	23.67
147.79	153.33
1020.06	2485.00
112.66	53.92
756.65	717.80
289.91	385.33
165.90	190.98
84.02	65.63
92.22	106.63
265.64	207.72
259.26	434.93
173.74	197.81
41.98	55.67
87.25	98.60
177.12	154.67
525.67	125.33
1586.52	3509.29
169.56	155.50
63.29	81.16
576.45	391.09
2768.11	6652.89
199.90	238.45
440.99	1765.33
139.78	142.00
259.47	345.67
208.52	163.97
91.43	131.67
206.22	195.00
146.77	172.33
62.12	73.32
427.78	400.00
147.39	54.00
111.44	58.00
109.33	158.00
103.44	90.62
553.12	270.50
383.05	406.57
549.10	398.11
679.43	591.00
218.23	306.59
222.86	283.67
120.79	126.00
190.35	52.37
106.08	101.25
73.87	83.50
114.05	103.36
573.33	774.20
294.54	189.44
133.89	129.14
607.75	177.33
437.33	420.25
772.62	1126.50
714.00	1004.75
257.40	329.33
972.08	493.75
188.86	219.64
836.24	772.25
131.41	113.67
295.17	180.17
328.60	164.81
106.98	120.42
70.66	55.55
188.02	249.33
338.00	430.00
155.11	170.40
212.25	138.33
416.32	566.17
153.17	160.60
162.83	141.33
197.56	186.00
66.17	77.42
217.50	204.00
129.73	135.00
275.29	268.25
284.27	258.67
302.43	523.92
315.38	195.27
278.89	226.40
268.80	132.00
2988.87	3457.00
244.91	208.12
431.22	267.17
348.32	158.97
222.43	156.00
205.68	135.67
77.40	11.60
144.53	170.47
1153.10	328.00
99.07	131.67
348.06	1042.33
77.35	55.06
151.68	195.00
1044.35	272.13
33.43	29.75
62.54	78.50
578.31	330.75
182.08	163.11
128.87	194.25
87.13	51.60
171.36	130.75
226.91	203.25
176.80	228.00
740.97	668.17
261.00	259.50
408.62	308.67
262.47	59.63
643.11	521.67
160.97	268.71
385.92	1898.67
478.24	26.50
254.88	112.69
294.89	183.70
216.15	144.83
535.73	315.33
208.40	136.00
342.11	253.00
2908.79	1766.62
369.25	355.33
34.54	45.63
145.44	165.33
95.67	136.00
269.12	208.00
645.52	59.67
191.12	184.75
226.67	194.67
249.60	121.67
300.83	82.67
3517.71	2264.83
157.62	231.25
61.78	81.36
289.92	352.40
394.62	282.50
435.25	414.25
363.30	578.88
372.99	138.95
81.88	115.95
66.09	10.75
221.17	362.33
409.80	327.25
83.52	157.50
289.28	300.95
64.31	97.33
23.97	23.72
145.75	123.00
368.47	234.60
125.38	147.67
106.97	82.63
142.18	31.90
309.23	233.10
463.78	896.60
164.98	105.98
282.00	166.00
598.55	651.50
277.15	386.25
655.38	77.50
341.71	384.14
94.24	48.43
189.30	200.50
315.83	683.12
196.25	200.07
418.75	662.00
202.50	133.67
127.62	92.97
401.43	486.00
143.62	129.08
122.26	238.33
215.34	214.87
133.68	127.67
763.75	988.71
136.25	192.00
355.41	573.43
271.60	292.71
91.67	99.14
405.71	355.75
184.83	278.67
374.57	491.25
475.56	410.33
58.67	42.75
1115.12	368.00
49.91	120.50
157.62	83.25
128.57	141.33
220.49	8.82
168.85	57.93
450.14	294.67
446.86	288.67
226.37	222.40
45.29	73.87
159.67	151.17
243.22	340.80
396.57	731.25
148.99	105.67
218.00	272.05
755.17	1053.53
233.76	343.50
171.11	134.64
982.62	704.80
78.53	69.51
356.80	375.80
1065.17	863.33
150.93	178.73
271.72	277.67
350.54	265.33
618.90	173.97
135.27	169.81
207.31	244.62
33.98	53.59
80.13	66.13
19.79	5.38
103.03	155.33
303.12	248.33
110.78	118.12
167.01	107.96
95.09	151.33
178.91	157.00
1520.71	1399.67
2904.75	2666.25
619.22	759.83
70.98	38.60
192.88	160.60
288.14	185.33
672.14	776.60
209.06	155.33
396.14	314.67
383.18	484.38
71.50	39.33
347.99	151.83
179.43	200.99
180.10	220.25
2854.29	638.00
223.03	378.33
141.04	109.71
135.66	164.48
452.82	111.97
142.02	146.03
156.85	138.97
250.25	338.50
77.48	50.63
56.31	113.80
335.60	352.00
157.28	131.30
116.20	128.62
175.42	213.56
306.15	433.75
76.69	60.18
315.68	215.33
278.56	272.41
255.00	330.67
141.82	201.33
508.53	632.13
103.85	54.27
101.98	95.96
97.01	75.57
200.35	202.20
293.30	382.92
140.49	67.67
101.02	100.43
207.24	258.86
879.67	1363.33
58.58	38.12
1732.27	910.44
442.92	864.17
68.55	69.02
239.91	248.47
243.79	360.81
189.64	103.50
149.35	401.66
122.10	92.87
102.82	132.00
99.39	117.72
137.40	129.42
244.94	317.75
150.76	175.75
123.43	134.50
170.94	339.76
214.39	127.80
218.33	274.55
554.30	708.43
151.29	164.00
134.00	138.50
144.25	141.00
211.19	306.00
258.40	252.71
92.86	131.33
153.82	136.66
292.43	351.75
52.42	97.70
194.99	215.08
93.60	94.83
333.85	414.99
135.71	87.42
76.14	76.83
345.41	527.48
104.75	117.33
192.66	300.75
48.67	41.95
492.13	491.00
145.56	178.97
376.00	272.20
53.63	40.30
751.20	1279.12
480.08	946.00
174.28	149.14
73.70	71.62
224.69	139.40
804.46	496.20
146.57	182.62
202.53	237.08
1592.57	1514.25
263.33	197.67
506.38	509.50
129.39	15.50
395.11	500.33
72.08	8.88
95.00	59.00
156.75	120.75
107.60	113.00
109.48	108.66
192.84	216.57
239.91	250.50
148.19	198.25
247.69	63.93
167.82	129.04
449.99	454.33
720.15	926.20
135.26	135.33
163.00	224.33
140.36	201.33
191.38	224.67
336.29	284.80
312.41	334.00
492.83	408.00
222.42	255.55
295.45	271.84
81.45	125.31
51.54	83.00
239.60	222.50
437.33	464.67
138.35	108.33
800.20	107.17
287.42	316.25
78.62	57.99
257.17	326.20
76.11	42.93
228.08	101.98
134.77	88.33
163.71	169.25
142.61	124.69
203.17	238.00
209.42	311.84
73.18	49.04
765.71	192.50
981.78	150.00
829.09	1446.80
2913.11	95.27
1347.31	1965.06
649.88	727.93
146.79	111.33
262.31	286.72
393.49	302.38
125.53	122.91
127.67	64.68
222.93	104.17
375.50	296.00
188.16	212.65
184.60	200.72
173.18	194.80
214.33	264.67
20.00	7.70
506.59	276.31
1093.64	3226.45
511.54	627.00
7.74	1.33
297.73	200.28
197.55	330.67
187.26	155.00
242.28	268.43
108.63	84.78
227.00	197.99
168.22	460.80
261.79	304.52
389.11	417.86
424.20	400.00
299.67	334.43
325.73	358.67
110.91	120.00
210.00	158.33
86.74	32.30
53.18	56.58
277.88	323.00
58.49	47.54
112.09	89.38
100.98	147.78
509.55	257.25
111.99	68.80
421.87	347.50
99.00	224.33
158.29	201.00
70.67	64.67
214.29	213.75
136.76	121.00
117.82	121.84
172.41	125.33
175.06	238.50
110.25	121.50
107.14	91.00
351.44	226.83
73.36	98.43
202.97	269.33
356.89	402.50
62.24	93.44
439.25	287.17
163.88	142.33
347.49	559.38
133.32	158.00
199.78	236.48
287.69	294.50
135.30	113.00
327.00	648.80
134.77	154.00
338.61	303.62
384.55	375.00
282.65	215.78
186.95	204.47
267.50	281.33
47.96	86.14
1272.29	1978.50
188.27	373.70
574.07	454.67
227.71	179.00
214.75	250.47
23.78	2.86
230.85	102.30
428.67	388.67
36.67	47.18
319.18	308.80
486.23	364.77
235.49	251.00
34.78	51.83
193.90	127.96
69.01	53.25
272.35	319.80
444.90	279.77
78.62	76.11
95.48	90.80
142.60	123.25
398.00	515.67
13.78	16.38
207.19	301.95
96.17	78.33
176.78	187.50
428.18	142.80
52.97	38.34
67.16	94.64
278.16	309.62
633.27	112.00
192.50	248.18
151.23	144.47
90.93	87.00
287.33	211.33
238.26	204.25
189.82	221.50
233.87	264.33
821.83	661.00
744.25	974.00
169.03	158.17
1526.10	389.40
196.13	241.74
172.50	204.00
238.46	234.67
167.32	142.20
193.37	92.00
269.03	168.99
43.19	40.53
189.77	183.00
303.12	480.00
287.88	345.73
71.80	104.50
113.22	99.70
446.00	234.00
117.41	145.10
3639.75	4325.60
5739.54	7152.21
299.15	216.18
215.46	173.00
3343.45	266.50
273.18	334.57
332.71	545.67
366.82	605.33
317.60	357.83
1005.80	1351.50
670.00	823.25
356.33	313.00
187.56	175.00
493.42	279.00
3542.92	4594.17
42.27	38.12
210.85	229.71
242.98	213.08
549.71	305.33
271.11	260.78
1051.20	2585.40
334.82	338.83
421.12	540.50
302.70	281.60
213.14	174.36
91.20	49.25
521.69	701.00
222.95	240.08
297.50	196.10
270.97	86.76
216.22	162.26
179.50	88.00
182.14	177.60
211.00	312.00
123.83	154.45
185.61	238.67
635.51	2151.33
154.50	151.67
751.00	141.33
2791.98	3371.63
340.89	297.33
