new_user_id	adgroup_id
71	40403
71	105311
71	86332
71	51766
71	47439
72	10658
73	68479
73	15825
74	88990
75	12036
75	65527
75	47020
75	28230
75	60285
75	75165
75	27016
75	50521
75	17510
75	73482
75	12854
75	97278
75	71190
75	6621
75	5700
76	65572
76	89340
76	2845
76	91632
77	58882
77	9622
78	74395
79	85638
79	61951
79	85678
79	85681
79	85694
79	85744
79	38950
79	85745
79	99133
80	40735
80	89307
80	19138
80	25153
81	23973
81	1495
82	7980
82	83728
82	21784
82	21315
82	83431
82	11877
82	96735
82	96736
83	17480
83	28579
84	72827
84	88603
85	92957
85	70341
86	4663
87	33879
87	74290
87	14307
88	60834
88	69863
89	73863
90	58112
91	37760
92	6971
93	89787
93	71914
94	53237
94	5859
95	111628
96	3735
96	19865
96	90029
96	8948
96	95095
97	39753
97	102052
97	103071
97	58043
97	103294
98	39
98	8389
98	23409
98	100705
98	100746
98	101342
99	78760
99	8191
100	9705
100	24438
101	68635
101	62895
101	306
101	20680
101	1908
101	40047
101	8327
101	68635
101	67847
101	9391
101	20729
101	39174
101	28961
101	4302
101	97357
102	16555
103	73491
103	104639
103	104656
103	89447
104	65099
104	4643
104	85066
105	24390
105	83552
105	43602
105	92834
105	9719
105	4388
105	68178
105	20166
105	84630
105	62328
105	87575
106	101343
106	101344
106	101761
107	91770
107	30787
107	83974
107	111172
107	111207
107	111302
107	111345
107	22873
107	111697
107	58544
107	111802
107	111803
107	111804
107	111805
108	87756
108	87871
108	87872
108	87978
108	87979
108	87980
109	53975
109	98121
109	102328
109	62033
109	107211
110	57344
110	141
110	15036
110	43433
110	69072
110	5642
110	34786
110	10694
111	83241
112	94549
113	93235
114	14082
114	4032
115	223
116	5922
116	16753
116	22799
116	5324
117	72155
118	49249
118	61757
118	83113
118	22041
118	41687
118	14013
118	67546
118	49249
119	89938
119	89939
119	77088
119	21723
119	91433
119	35072
119	35990
119	19638
119	64638
119	77294
119	230
120	88927
120	17345
120	63760
120	16299
120	67521
120	35361
121	85436
121	89971
121	42277
121	92901
121	188
121	92903
121	2882
121	92927
122	92960
122	2666
122	61653
123	28768
123	45756
123	4565
123	109750
123	111338
124	94662
125	15764
125	1455
125	100332
125	100333
125	26114
125	25176
125	6595
125	71548
125	21367
126	6941
126	42124
126	104652
127	88239
127	88294
127	65055
128	65856
128	30793
129	1225
130	837
130	89213
130	24321
130	97798
131	20166
131	94500
131	35854
131	104769
132	93771
132	38158
132	12008
133	100642
133	109280
133	49011
134	98414
135	50687
135	28543
135	78708
135	91006
136	88678
136	11474
136	78196
136	92489
136	25013
136	47198
136	47278
137	90068
137	92412
137	40404
137	59662
137	46504
137	101196
137	98856
137	17956
137	101403
137	100969
137	106045
137	1067
138	8504
139	16434
139	56011
139	88838
139	93001
139	7260
139	2106
139	27082
139	14932
139	61550
139	96694
139	711
139	29570
140	89645
140	40699
141	94334
142	6806
142	35876
142	52640
143	44921
143	3649
144	7860
145	9002
145	12347
145	21544
145	335
145	92646
145	94591
145	100816
145	11804
145	100840
146	107368
146	41324
146	67809
146	24974
146	79482
147	11107
147	38291
147	16109
147	34820
147	103649
148	4050
148	92254
148	3773
148	69172
148	16826
148	6321
148	25669
148	101641
148	97067
148	83726
149	25060
150	7220
150	88464
151	20879
152	105038
153	90246
153	93332
153	5311
154	88863
154	91102
155	41363
156	20090
156	101642
156	43393
156	101973
156	11046
156	63749
156	102083
156	3742
156	14141
156	51272
156	72830
156	11308
156	84793
156	101418
157	55181
158	88842
159	32093
159	24191
159	28492
159	77307
159	11359
159	76704
159	4331
159	16798
159	34828
159	76203
159	88733
159	93220
159	85468
159	32093
159	101328
160	54615
160	90430
160	38497
160	64378
160	41013
160	83779
160	14741
160	10987
160	3055
160	99608
160	68380
160	5845
160	1912
160	52199
160	56336
160	38497
160	1960
160	54615
160	64378
161	65041
162	83892
162	88879
162	56094
163	7092
163	56694
163	56265
163	12939
163	17580
164	56011
165	90140
165	12897
165	2258
165	101922
166	83717
166	32193
166	84436
166	188
166	51978
167	49802
167	111820
168	72826
168	45685
168	5201
168	26847
168	62425
168	92491
168	15796
168	86269
168	10418
168	101643
168	61640
168	111738
168	4141
169	34908
170	61969
171	95355
172	91214
173	34977
173	85905
173	31719
173	13832
173	18784
173	6147
173	86411
173	10828
173	50992
173	19342
174	745
174	93069
175	41786
176	90556
176	44809
176	84650
176	60641
176	90568
176	37342
176	22352
176	102841
177	8412
178	11465
178	5844
178	92702
178	1881
178	103467
178	92834
178	1682
178	43602
179	89137
179	37342
180	90737
180	1135
180	84555
180	84469
181	90047
182	285
182	76119
183	86248
184	8740
184	6945
184	42572
184	5946
185	51604
185	18069
185	29892
185	77150
185	1846
185	17600
185	21795
185	99870
185	15719
185	101188
185	25814
185	109831
185	111878
186	61352
187	88998
187	7294
187	21843
187	91194
187	91195
188	73553
188	93395
189	44224
190	83131
191	61529
192	45239
193	88757
193	39033
193	89598
193	92875
193	27567
193	100489
194	4341
195	17433
196	55985
196	307
197	307
198	25559
198	2326
198	91586
198	1306
198	28184
199	47719
199	83253
199	30918
199	89923
199	89932
199	99730
199	62299
199	26605
199	107174
199	107175
199	22694
200	62956
200	96316
200	4922
200	73277
200	9040
200	101686
200	38037
200	101751
200	101768
200	101769
200	41484
200	106420
201	753
202	93644
202	93645
203	6510
204	10471
204	93653
204	95315
204	5396
204	101869
204	8001
204	107005
204	107015
204	111913
205	41722
205	101811
206	4632
206	5526
206	64932
207	83548
207	3436
207	87519
207	101123
207	6552
207	4367
207	19030
207	21487
207	43052
207	95048
208	16888
208	10285
209	89853
209	89881
209	89913
209	78396
209	48
210	85563
211	21116
212	103605
213	67356
213	60108
214	2475
214	40905
214	26141
214	92140
214	91693
214	94264
214	91735
214	94351
215	85184
215	25048
215	85210
215	101217
215	2464
215	101218
215	101255
215	101256
215	9166
216	32940
216	108110
216	25613
216	30840
216	103121
217	25019
217	13540
218	82970
218	5333
218	36187
218	5670
218	77329
218	65438
218	89845
218	6950
218	79947
218	9568
218	93472
218	86974
218	44769
218	278
218	33465
218	3877
218	98438
218	31918
218	17108
218	15381
218	25860
218	68191
218	45771
218	86420
218	43809
218	26906
218	105394
218	44769
218	6950
218	19641
218	107186
218	25972
218	2320
218	107559
218	57607
218	83665
218	105635
218	109110
218	109111
219	91410
219	4894
220	2761
220	13854
221	34302
221	12214
221	10685
222	95981
223	56204
224	86125
224	62534
224	68761
224	42754
224	88180
224	79975
224	2829
224	198
224	36187
224	53465
225	96228
226	94901
226	94909
227	85613
228	83979
228	84098
228	65092
228	84098
228	6761
228	37685
228	65092
228	49717
229	9264
229	86362
229	86376
229	53842
229	45562
229	15632
229	15482
229	95581
229	18595
229	26794
229	28362
229	82890
229	45562
229	80514
229	86362
229	72
229	106669
229	78346
229	46201
229	109718
229	684
229	109732
229	92385
230	3805
230	61809
231	94667
232	4642
232	76307
233	84677
233	47362
233	85845
233	86458
233	90972
233	47361
233	91354
233	60580
233	98234
233	99529
233	99558
233	99579
233	64248
233	102954
233	63811
233	65432
233	107802
233	108682
233	108722
233	108999
233	109011
233	109012
233	109013
233	107802
233	109048
233	79520
233	4343
234	17048
234	59634
235	67929
236	17812
236	52778
236	56005
236	29381
236	372
236	46156
236	28184
236	55278
236	96304
236	96305
236	92916
236	94162
236	18233
236	46398
236	102009
236	96304
236	102187
236	3597
236	54714
236	102240
237	89509
237	89569
237	89570
237	89607
238	46784
238	80886
238	70710
238	21543
238	89549
238	100154
238	39628
238	112117
238	22222
239	85621
240	89557
240	40971
240	99223
240	1214
240	41424
240	4224
241	13643
241	72277
242	18588
242	5828
243	5337
243	69301
244	67095
244	156
245	92496
245	2145
245	92782
245	13878
245	71047
246	48641
247	8231
248	91237
248	106650
249	56169
249	52206
249	21728
249	106165
250	96059
250	576
251	22884
251	83552
251	73148
251	77690
251	13763
251	77213
251	6097
251	83411
251	52014
251	9906
251	79624
251	101257
251	2872
251	5201
251	73148
252	83987
252	80631
252	9907
252	28537
252	61242
252	35997
252	5359
252	64903
252	108519
252	42371
252	32040
252	106362
252	34727
253	79158
253	35833
253	78669
254	6661
254	65735
254	87898
254	9968
254	307
254	99327
254	2151
254	87070
254	87304
254	5781
255	83880
256	3739
256	77887
256	96204
257	82549
257	12427
258	85858
258	20529
258	26368
258	5843
259	60375
260	94644
260	68700
260	5455
261	10793
262	82168
263	68325
263	84159
263	4643
263	84237
263	80190
263	42485
263	79256
263	82721
263	60203
263	2666
263	54529
264	14567
264	29002
264	29696
264	40415
264	8938
264	11737
264	97379
265	5587
265	13797
265	7643
266	772
266	11465
266	25886
267	2363
268	85956
268	2773
268	67594
268	23940
268	57653
269	93918
270	17718
271	90644
272	25306
272	65938
272	27310
273	1207
273	59368
274	1682
274	72155
274	86930
274	10504
275	17499
275	33977
276	59373
276	98870
276	100046
277	81534
278	3162
279	40146
280	445
281	42852
281	53968
281	58893
281	43683
281	58300
282	67877
283	43433
283	50904
283	50778
283	15000
283	89489
284	108260
284	15743
285	98465
285	15530
285	87444
285	47538
285	53479
285	453
286	12388
286	93334
287	87663
287	6148
287	455
288	23543
288	20166
288	2420
289	52439
289	85482
289	87878
289	87934
289	95672
289	95673
289	96223
290	86125
291	86134
291	86198
291	90279
291	90306
291	46423
291	90307
291	90308
291	92131
291	54614
291	93925
291	52036
292	90634
292	14155
292	16921
292	23775
292	32697
292	104633
292	104681
292	83841
293	91945
293	19957
293	2599
293	92108
294	94557
294	94558
294	92718
295	38897
296	8418
296	21244
296	4851
296	20922
296	80748
297	7167
297	102103
297	45887
297	6971
297	108143
298	109661
298	87245
298	109985
299	101695
300	101929
301	77047
302	51084
303	47145
303	48896
303	29125
303	1785
303	3879
303	45639
303	35268
303	11079
303	48701
303	11777
304	56173
304	1032
304	84857
304	62610
304	71914
304	45413
304	42209
304	67786
304	24235
304	19478
304	95922
304	98734
304	56735
304	61530
304	11719
304	31559
305	97347
305	2159
305	104285
306	96054
307	33330
307	15533
308	72665
308	87574
308	23776
308	90080
308	6262
308	18811
308	68003
308	3379
308	31968
308	19567
308	8970
309	30233
309	77646
309	59707
309	41378
309	104119
309	42901
309	12427
309	111062
309	47093
310	10010
311	83382
311	13220
312	192
312	3278
312	69301
312	19622
312	37746
312	76608
312	107153
312	107193
312	107194
312	35059
312	72647
313	43968
313	12564
313	10728
313	307
313	87290
313	82661
313	4318
313	89767
313	58753
313	89768
313	132
313	38132
313	18677
313	6422
313	93383
313	93271
313	70585
313	96885
313	82661
313	12564
313	52225
314	83658
315	94070
315	56867
316	85066
316	89894
316	90720
316	57968
316	50610
316	95147
316	5922
317	71789
318	916
318	908
318	84710
319	1314
319	736
319	8856
320	14383
321	7
322	5559
322	90142
323	42644
323	75473
323	25562
323	6595
323	101585
323	50610
323	42644
323	89983
323	107310
324	88469
324	90070
324	83810
324	86936
324	77704
324	81154
324	529
324	22726
324	95774
324	7205
324	31594
324	112217
324	112230
325	89787
325	9130
325	89894
325	16818
326	5216
326	4587
326	34695
326	104029
326	5216
326	104113
327	12290
327	90236
328	46862
328	95273
328	46821
328	95368
328	108330
328	75965
329	6578
330	72011
331	14865
331	84395
331	31601
331	32410
331	34460
331	96740
331	17958
331	11849
331	36816
331	2314
331	8876
331	62732
331	108704
331	28113
331	78127
331	110285
331	96740
331	36036
331	38873
331	111933
331	1880
332	80804
332	93588
332	59723
332	102342
332	93954
332	25690
333	6118
333	53657
334	87107
334	68780
334	52063
335	41011
335	75243
336	6147
336	65846
336	5608
336	55181
336	96914
336	43767
337	86373
337	89078
337	99795
338	88510
339	89303
339	94634
339	97292
339	86131
339	103611
340	90339
340	8785
341	24779
341	64397
341	15941
342	1297
342	37935
342	1819
342	6578
342	51843
343	90023
343	58882
343	23286
344	3839
344	10470
344	101713
344	64746
345	2773
346	64774
346	89560
346	89585
347	83095
347	83261
347	83790
347	83403
347	65514
347	84945
347	86476
347	86477
347	56410
347	96286
347	65514
347	96976
347	96977
347	97028
347	97029
347	98962
347	94235
347	97859
347	99273
347	99274
347	99289
347	99290
347	99307
347	101014
347	101015
347	101389
347	24253
347	97028
347	107509
347	79284
347	83403
347	109452
347	109469
347	109479
348	93493
349	90159
349	95151
349	103731
350	43416
350	89530
350	68668
350	91639
350	91640
351	83642
351	83643
351	28118
351	91311
351	95595
351	96242
351	84566
351	70418
351	48362
351	102201
351	722
352	307
352	65140
353	90779
353	94429
353	101799
354	97230
355	1170
355	107791
355	109746
356	27475
357	33333
357	7387
357	8900
357	13295
357	100000
358	101637
358	104760
359	583
359	69788
360	63244
360	37802
360	1502
360	61814
360	89878
360	16586
361	5909
362	93462
362	67685
362	96385
362	11049
362	60739
363	8170
363	9826
363	85454
364	32268
365	84751
365	7829
365	44769
366	89405
367	94345
368	1086
368	18854
368	33108
368	89787
368	86617
368	5193
368	67877
368	26580
368	1455
368	66184
368	23005
368	91020
369	27031
369	83590
369	96835
369	97587
369	97637
369	97642
369	47676
370	73844
370	34233
371	71830
371	18323
371	74650
371	71273
371	101244
371	71830
371	14325
371	4857
371	69591
371	60592
371	201
371	53489
372	25071
372	77612
372	37509
372	34289
372	10116
372	66016
372	5071
372	12398
372	779
373	92468
374	76364
374	51214
375	101660
375	101661
375	44263
375	62256
375	101687
375	102092
376	230
376	90364
377	94278
378	99392
378	99774
379	44733
380	85291
380	85446
380	108819
380	108820
380	22092
380	108882
381	4033
381	127
381	34102
382	57812
382	83252
382	26479
382	92938
382	99280
383	6652
383	201
384	83574
384	53476
384	83590
384	16355
385	84630
385	71516
385	93433
385	90510
385	71190
386	85828
386	85863
386	85864
386	85932
386	88370
386	80801
386	93603
386	93662
387	11225
388	85783
389	90267
389	906
389	49451
389	28907
389	3278
389	3665
389	61242
389	7763
389	57500
389	4848
389	70862
389	4318
389	30909
389	9884
389	95716
389	105443
389	86023
389	108284
389	83335
389	27990
389	90267
389	14090
390	4514
390	89259
391	4390
391	69235
391	25711
392	87702
392	28482
392	91796
393	83675
393	83257
393	66723
393	27812
393	56622
393	7067
393	89930
393	757
393	63608
393	78893
393	71669
393	82607
393	93606
393	68966
393	1267
393	100962
393	26906
394	24823
395	6440
396	13247
396	28342
396	23973
396	3819
396	16555
397	12809
397	65247
397	4825
397	48551
398	82480
398	781
398	1397
398	7576
399	87480
399	42174
399	1502
399	128
399	94903
399	45165
399	101150
399	15474
400	27971
400	92409
401	8263
401	75966
401	48
401	29091
401	21265
402	85674
402	22947
402	8121
402	89449
402	95708
402	96942
402	96981
402	100168
403	850
403	83799
404	87224
404	90357
404	102317
404	102321
404	102322
404	109120
404	109200
404	109201
405	11299
405	84570
405	4003
405	3506
405	86172
405	1306
405	16980
405	12908
405	48039
405	24999
405	55326
405	3110
405	55683
405	65229
405	68846
405	97007
405	33054
405	84570
405	9049
405	25252
405	734
405	3542
405	71047
405	13417
405	101987
405	25940
405	85423
405	2277
405	56016
405	1633
406	111509
407	6697
407	660
407	71194
407	14394
408	9459
408	43095
408	68561
408	60023
408	4970
408	104668
408	1908
409	20018
409	20608
409	94215
409	9320
410	39957
410	409
411	14696
411	63211
412	6742
413	38023
414	20166
414	13757
414	101809
415	63562
416	4975
416	70386
416	87788
416	16978
416	68479
416	67438
416	42190
416	86136
416	4181
416	104847
416	94254
416	15000
416	409
416	56101
416	104928
417	21200
417	89588
417	1961
417	10920
417	91613
417	7190
417	98447
417	786
417	101936
417	103571
417	27981
417	103820
417	103821
417	20262
417	42935
418	44255
418	11847
418	95662
419	61369
420	61865
420	7531
421	11906
421	5214
422	11022
422	21130
422	67484
422	99540
422	54768
422	3628
422	105363
423	9757
423	96944
423	57416
423	47896
423	12345
424	56011
425	278
426	44919
426	428
426	536
426	32599
427	86936
428	52435
428	106362
429	88172
429	88321
429	88819
429	88820
429	88821
429	88871
429	88872
429	88873
429	88874
429	88875
430	86278
430	57131
430	90031
430	90138
430	52525
430	80963
430	9909
430	90183
430	90222
431	307
431	44230
431	4538
431	90044
431	307
432	84062
432	84063
432	6857
432	84488
432	85027
432	74098
433	1920
433	45239
433	4141
434	9106
435	39352
436	94963
436	926
436	1810
436	11150
436	17565
436	106829
436	106919
436	38096
436	106971
437	40549
437	93971
438	88047
438	88048
438	88336
438	5396
438	55247
438	85641
438	75241
438	83726
438	6971
438	48612
438	84212
438	306
438	61242
438	1908
438	109247
439	6295
439	1119
439	37027
440	83349
440	84228
440	83129
440	55643
440	89868
440	647
440	33160
440	9152
440	7196
440	100738
440	43778
440	1175
440	75217
441	14188
441	63473
442	88392
443	23784
443	91138
443	19125
443	20847
443	92298
443	10899
443	98438
443	18962
443	66853
443	35314
444	7144
444	803
445	56204
445	16380
445	4417
445	15337
445	785
445	99793
445	56011
445	6862
445	70365
445	100879
445	14434
445	10020
445	105594
446	19042
447	82345
447	1737
447	2052
447	3068
448	59906
448	24345
449	35858
449	2349
449	21992
449	45255
449	91771
449	98661
449	103436
449	112257
449	112268
449	112284
449	76452
450	37172
450	103014
450	93606
450	103037
450	103038
450	6010
450	7938
451	2420
451	22821
451	66723
452	47723
453	46586
453	5901
454	83067
454	24190
454	4331
454	44224
455	86287
456	76583
457	19286
458	91082
458	66198
459	37027
459	90088
460	95476
460	95477
460	86546
461	1889
461	101137
461	102568
461	1267
461	46842
461	106641
462	28242
462	85854
463	37820
464	58683
465	83002
465	9692
465	83033
465	59962
465	84301
465	86188
466	42572
466	92014
466	65873
466	5264
466	104259
467	13323
467	1955
467	2113
467	54768
468	61242
468	83835
468	4417
468	85455
468	18854
468	53770
468	4642
468	9328
468	90012
468	90325
468	90328
468	57744
468	59848
468	44687
469	6083
470	53020
470	65805
471	84555
471	34417
472	62001
472	69446
472	65247
472	61467
472	48551
472	93859
473	96303
473	60731
474	72011
474	5618
474	2119
475	99494
475	107838
475	88919
475	107865
475	107866
475	87358
475	108670
475	108671
475	108766
475	108767
475	108790
475	108791
475	79526
475	110622
475	110623
476	340
476	6151
477	83063
477	796
478	90269
478	79994
478	79875
478	90705
478	603
478	29189
478	22290
478	85656
478	84130
479	5843
479	95274
480	5089
481	45692
481	86668
481	49682
481	32588
481	18856
482	94740
483	45239
484	62233
484	5424
484	90818
484	46705
484	90897
484	336
484	66830
485	95832
486	50680
486	94625
486	26805
487	90450
488	36972
489	50122
489	83627
489	89268
489	89269
489	91883
489	91884
489	91885
489	31232
489	88557
489	91921
489	54492
489	77818
489	102411
489	102412
489	52484
489	106012
489	97555
490	6114
490	89730
490	307
491	28343
492	65325
493	26687
493	42816
493	7675
493	90127
493	2033
493	101598
493	105522
493	108934
494	92361
494	50697
494	41866
494	96070
494	67877
494	96351
494	75931
494	101433
494	75490
494	58351
494	18894
494	41913
494	39484
494	101767
494	40410
494	101777
494	102109
495	20756
496	20268
496	969
496	10577
496	12594
496	90421
496	58394
496	90429
496	59020
496	17990
496	59066
496	94287
496	67625
496	27880
496	5177
496	94321
496	18070
496	21965
497	3530
497	44776
497	39
497	38399
497	3782
498	307
499	14264
500	603
500	15526
500	2256
501	13643
501	85999
501	86013
501	3882
501	95310
501	3882
501	62829
501	37128
501	85155
501	91291
501	96172
501	3646
501	50825
501	103489
502	2459
503	18483
504	98984
505	100180
505	48484
505	99971
505	101408
505	50296
505	101818
505	2993
505	88886
505	103421
505	103457
505	398
505	26580
506	52434
506	736
506	25966
507	87884
507	26547
507	7321
507	88585
507	100147
507	100226
507	40103
507	100311
507	100312
507	100378
508	79975
508	61242
508	41785
508	55866
508	53988
509	29055
509	11477
509	103724
510	82524
510	57417
510	50088
510	69969
510	92344
511	1131
511	8221
511	108317
511	67430
511	52564
511	108993
511	2635
511	2052
511	55247
511	6988
512	55196
513	61388
514	27316
514	53383
514	93287
514	102540
514	13649
514	34644
515	864
515	1960
515	14697
515	86207
516	10681
516	319
517	47059
517	18392
517	109769
518	92221
518	51204
519	874
519	102455
519	102458
520	8443
520	81177
520	6003
520	28929
520	20166
520	278
520	81177
520	31297
520	108814
520	67546
520	78709
521	8158
521	95700
522	86049
523	86382
523	86507
523	86508
523	86509
523	86510
523	86637
523	70154
524	62620
524	87555
524	89763
524	4240
524	101763
524	94829
525	67835
525	57457
526	84655
526	84656
526	84674
526	68751
526	27
526	68751
526	80243
526	104480
526	66809
526	104756
526	58994
526	22884
526	16906
527	40720
527	18292
528	27897
528	55892
528	11947
528	20755
528	1969
528	35283
528	47938
528	7574
528	21885
528	90330
529	56260
529	2113
529	51843
529	91274
529	73220
530	90314
530	90315
530	90317
530	23066
531	85577
531	58856
531	10016
531	14391
531	60109
531	109110
531	104033
531	38319
531	952
531	19453
531	912
531	112136
531	112175
532	84618
532	70369
533	67546
534	2535
535	8213
535	7667
535	81025
535	5745
535	69199
535	77877
536	85438
537	11049
537	90091
537	77167
537	28011
537	47049
537	91028
537	407
537	49383
538	86292
538	87123
538	29621
538	22352
538	107371
539	68247
539	100079
540	2814
541	24658
541	8330
541	6767
541	4990
542	38430
542	104278
542	104299
543	4694
543	15425
544	15529
544	17980
544	1643
545	84350
545	13413
546	9688
547	6491
547	80967
547	41699
547	60012
547	65807
547	79110
547	55118
547	83726
547	9002
548	84060
548	111048
548	111049
548	75166
549	8231
549	89904
550	5424
550	28157
550	19344
550	18272
551	14553
551	50457
552	11595
552	177
552	22731
552	30304
553	90215
553	90217
553	90318
553	90397
553	90398
553	44241
553	51173
553	93572
553	67530
553	93598
553	101735
554	784
554	92584
554	20687
554	84401
554	199
555	88249
555	30271
556	10400
557	11287
557	83882
557	576
557	2459
557	13658
557	7295
557	366
557	4302
557	58572
557	83862
557	27372
557	27990
557	84630
557	11168
557	65826
557	32073
557	100529
557	102141
557	102142
557	6449
558	23242
558	17018
558	90721
558	36860
558	48923
559	85447
559	53360
559	12018
559	83338
559	89079
559	89406
559	87169
559	89461
560	87264
560	15298
560	34460
560	71647
560	92061
560	92063
560	67319
560	2548
560	44574
560	56602
560	96164
560	109799
560	109800
560	111845
560	90927
561	86207
562	37935
562	55985
562	307
562	67877
563	92784
564	2706
564	58042
564	108417
564	5577
564	12596
565	17184
565	93905
566	86807
566	90258
567	54929
567	85431
567	86381
567	95386
568	106362
568	1953
569	90252
570	87537
570	6927
570	87553
571	2276
571	95039
571	75916
571	108478
571	108479
571	111630
571	111631
572	39367
572	3887
573	83238
573	83239
573	65170
573	95955
573	95956
573	97714
573	97936
573	67303
573	97998
573	90193
573	15321
573	100227
573	100259
573	24188
573	84707
573	65205
573	100350
573	83239
573	100992
573	100993
573	101045
573	33372
573	21477
573	97936
573	7144
573	90183
573	104628
573	104648
573	105591
573	90542
573	47138
573	24431
573	107771
573	69653
573	107383
574	87805
574	58588
574	4070
574	90182
574	102017
574	102018
574	102026
574	102042
574	91226
575	68757
575	30961
576	11658
577	2018
578	85808
578	54459
578	10279
578	101714
579	10932
579	32410
579	104422
580	81131
580	68158
580	101913
581	105927
581	105928
581	30361
581	106171
581	106228
582	1920
582	40638
582	90404
582	94154
582	94849
582	101043
582	104673
583	29578
583	39653
583	93154
583	93155
584	56914
585	14847
585	38
585	12388
585	88420
585	12472
585	6751
585	29545
585	319
585	9242
585	4513
585	1381
585	89050
585	7295
585	22918
585	108
585	61856
585	1531
585	97983
585	14508
585	98017
585	14325
585	54640
585	98033
585	20919
585	10449
585	45409
585	95123
585	45475
585	1110
585	71072
585	7295
586	65252
587	88273
588	87431
588	90122
588	35876
589	9524
589	1810
590	11922
590	101240
590	39665
590	101835
590	22742
590	101857
590	82052
590	104201
590	104229
590	42419
590	72857
591	42644
591	72845
591	1251
591	75352
591	4318
591	58810
591	42644
591	91483
592	390
593	39477
594	74726
595	65956
595	87598
596	1634
596	18332
597	81085
597	15140
597	90343
597	95112
597	95391
598	93395
599	78709
599	4349
599	33174
600	1006
600	78181
601	110357
602	84839
602	36738
602	40699
602	1974
602	8385
602	86012
602	87605
602	5166
602	90463
602	1009
602	4433
602	92019
602	17343
602	7887
602	75343
602	63330
602	52646
602	93828
602	95716
602	47979
602	102612
602	60204
602	89243
602	12169
602	33848
602	109361
602	21669
603	50497
604	68540
604	40185
605	56204
606	90510
606	69128
607	101332
607	1252
608	68403
608	3781
609	90319
610	56120
610	84811
610	84812
610	21245
610	84549
610	84918
611	86814
611	38873
611	73965
612	67877
612	4694
612	4557
613	69713
614	986
615	104296
615	104297
615	92443
616	75457
616	1038
616	11449
617	41550
617	47860
617	105942
618	3760
618	101674
618	101679
618	104573
618	104574
618	26515
618	574
618	69882
618	16209
619	89994
620	90058
620	101802
621	21167
621	11828
