original_adgroup_id	new_adgroup_id
644017	442
747399	443
585764	444
316350	445
756035	446
441439	447
113538	448
721556	449
316083	450
668365	451
385915	452
631768	453
601177	454
574069	455
486453	456
519243	457
621434	458
571785	459
599227	460
473672	461
473890	462
584860	463
27017	464
506858	465
670110	466
758626	467
635587	468
312988	469
72615	470
733157	471
708941	472
589099	473
634898	474
619618	475
462573	476
276109	477
677856	478
770809	479
142441	480
68789	481
25522	482
369306	483
588359	484
264766	485
594101	486
633384	487
643873	488
653186	489
592945	490
569046	491
503750	492
451059	493
332531	494
701375	495
397371	496
667042	497
537677	498
674462	499
127271	500
616034	501
610089	502
603111	503
395911	504
783799	505
567567	506
597712	507
24149	508
183431	509
415852	510
626647	511
365587	512
295786	513
479599	514
610097	515
607548	516
556870	517
566140	518
336690	519
109214	520
674415	521
571829	522
466737	523
285877	524
667516	525
651253	526
738376	527
703685	528
557650	529
663656	530
484089	531
578369	532
564072	533
461679	534
151887	535
621943	536
540010	537
404884	538
493550	539
407368	540
665267	541
551472	542
710271	543
621054	544
665038	545
756869	546
481705	547
522403	548
525407	549
284331	550
581479	551
436322	552
529149	553
471290	554
278345	555
450568	556
603980	557
748018	558
703634	559
679332	560
304120	561
621643	562
613130	563
671089	564
217075	565
500593	566
222539	567
598716	568
336227	569
714959	570
603347	571
631089	572
50903	573
461999	574
786383	575
618707	576
310921	577
605638	578
203140	579
508180	580
180163	581
426415	582
534320	583
522863	584
529653	585
257987	586
635713	587
491643	588
267389	589
548990	590
673196	591
600417	592
727065	593
545050	594
285927	595
586345	596
650965	597
386745	598
742526	599
632866	600
323502	601
329280	602
728025	603
647415	604
46050	605
331900	606
604684	607
196183	608
473089	609
590210	610
674965	611
623989	612
426383	613
236065	614
130484	615
352166	616
387563	617
345531	618
483238	619
599166	620
265928	621
702011	622
71256	623
703585	624
660610	625
655349	626
496814	627
307330	628
605236	629
232094	630
480814	631
608147	632
12851	633
679892	634
730716	635
398651	636
437701	637
457348	638
558649	639
684878	640
366789	641
605336	642
349280	643
620273	644
432076	645
619411	646
720101	647
440855	648
661082	649
264791	650
686800	651
550943	652
785193	653
619349	654
344219	655
724267	656
37710	657
287818	658
404858	659
204772	660
589696	661
336020	662
546181	663
719622	664
667651	665
591700	666
378199	667
584007	668
659579	669
419689	670
568693	671
632401	672
764397	673
536910	674
711050	675
606882	676
590616	677
544209	678
688144	679
372896	680
475928	681
683700	682
295569	683
314308	684
505235	685
367611	686
682412	687
678687	688
459854	689
401187	690
424683	691
549417	692
456693	693
735131	694
309049	695
625746	696
721030	697
630051	698
623093	699
565457	700
319308	701
679972	702
304089	703
409377	704
560055	705
416126	706
541298	707
535445	708
359349	709
770056	710
478427	711
562984	712
16850	713
693354	714
677937	715
387238	716
125418	717
459667	718
258939	719
280874	720
671321	721
604034	722
537928	723
605740	724
611434	725
351166	726
628609	727
246509	728
541070	729
643590	730
689941	731
431291	732
584587	733
337554	734
517155	735
622217	736
140269	737
91591	738
85774	739
99187	740
463775	741
456278	742
575360	743
202784	744
593197	745
671178	746
628613	747
488699	748
762143	749
211033	750
675579	751
730828	752
576284	753
256211	754
672582	755
237056	756
540100	757
211062	758
575590	759
397595	760
633388	761
653379	762
690425	763
409185	764
610017	765
306466	766
692709	767
647105	768
57777	769
92686	770
96723	771
634167	772
156331	773
676138	774
662909	775
721554	776
634374	777
506885	778
735532	779
471889	780
525586	781
625726	782
546654	783
660195	784
601505	785
543289	786
301993	787
206227	788
666171	789
51061	790
759857	791
243367	792
516559	793
490756	794
527163	795
91787	796
686111	797
469693	798
614834	799
455163	800
348893	801
606658	802
760091	803
186995	804
565760	805
470159	806
548057	807
618062	808
586497	809
432199	810
559480	811
733325	812
92563	813
655493	814
609327	815
554667	816
789880	817
54590	818
551783	819
465040	820
537437	821
335834	822
586850	823
621857	824
677925	825
610083	826
721817	827
509463	828
582021	829
633809	830
336532	831
186200	832
550460	833
545797	834
706288	835
491943	836
320959	837
472522	838
246313	839
579335	840
668190	841
598781	842
689826	843
685814	844
719616	845
51076	846
556620	847
620215	848
745405	849
603869	850
314163	851
600068	852
306628	853
671967	854
114904	855
410898	856
543197	857
620429	858
607367	859
592327	860
506017	861
735933	862
531794	863
513954	864
394001	865
665899	866
480586	867
659542	868
45236	869
163878	870
768593	871
680186	872
218221	873
398809	874
703342	875
788045	876
528835	877
675674	878
587348	879
376342	880
553126	881
33102	882
130007	883
135596	884
747093	885
721476	886
693971	887
558738	888
610254	889
614837	890
632722	891
693383	892
525871	893
547254	894
620090	895
337352	896
727385	897
653271	898
450348	899
723537	900
396988	901
98563	902
653515	903
569693	904
612089	905
537077	906
546554	907
674169	908
579450	909
685979	910
539389	911
601199	912
9001	913
261506	914
688949	915
677210	916
727578	917
599337	918
732577	919
710375	920
533517	921
483457	922
688619	923
304219	924
713951	925
659211	926
328092	927
397299	928
682397	929
373262	930
642531	931
393162	932
526388	933
402659	934
749071	935
745193	936
255777	937
473566	938
540394	939
759300	940
618333	941
215000	942
319150	943
485470	944
586577	945
508714	946
639294	947
499246	948
582545	949
688525	950
390994	951
642356	952
32969	953
440563	954
537371	955
497408	956
536870	957
564854	958
378691	959
478406	960
643098	961
519232	962
105718	963
300185	964
521958	965
388750	966
209299	967
598994	968
482739	969
335577	970
285344	971
467092	972
151364	973
709791	974
339036	975
336642	976
502507	977
728643	978
551944	979
634980	980
160615	981
629931	982
656268	983
677349	984
717291	985
274701	986
477595	987
595955	988
79481	989
581294	990
423421	991
773570	992
601687	993
568003	994
613000	995
430058	996
330045	997
480211	998
702557	999
572543	1000
331575	1001
557988	1002
554706	1003
673996	1004
616908	1005
566584	1006
588632	1007
473316	1008
256715	1009
550111	1010
643805	1011
198397	1012
362897	1013
706552	1014
789336	1015
460388	1016
92612	1017
440031	1018
670096	1019
347913	1020
179301	1021
562295	1022
346358	1023
440129	1024
111857	1025
791450	1026
480678	1027
188552	1028
676629	1029
4870	1030
44319	1031
727975	1032
443984	1033
231691	1034
386569	1035
545051	1036
53731	1037
548855	1038
654639	1039
282836	1040
496662	1041
468638	1042
443156	1043
697783	1044
720264	1045
71364	1046
561949	1047
367641	1048
243597	1049
529488	1050
467316	1051
519340	1052
603698	1053
761732	1054
492770	1055
610406	1056
605237	1057
507213	1058
668629	1059
588739	1060
656398	1061
354071	1062
116581	1063
151587	1064
284997	1065
300593	1066
466676	1067
119195	1068
378517	1069
609765	1070
609826	1071
42520	1072
622470	1073
645023	1074
667446	1075
129910	1076
758310	1077
746020	1078
355667	1079
352075	1080
456634	1081
701361	1082
359773	1083
334084	1084
594540	1085
452526	1086
727181	1087
695251	1088
747449	1089
223559	1090
792972	1091
578733	1092
600629	1093
327258	1094
226529	1095
621627	1096
747552	1097
549196	1098
587705	1099
169457	1100
702050	1101
65810	1102
775843	1103
722026	1104
681401	1105
696144	1106
209174	1107
465590	1108
655448	1109
510306	1110
559963	1111
603078	1112
543991	1113
184742	1114
422675	1115
642800	1116
296475	1117
603997	1118
655078	1119
607782	1120
184511	1121
596391	1122
692119	1123
614056	1124
602814	1125
447100	1126
698138	1127
705118	1128
598404	1129
403221	1130
554931	1131
334676	1132
28999	1133
394159	1134
620622	1135
607687	1136
433866	1137
654062	1138
714964	1139
640441	1140
642488	1141
568103	1142
643425	1143
590787	1144
661841	1145
423008	1146
371542	1147
651420	1148
576734	1149
367448	1150
596082	1151
88952	1152
212096	1153
150047	1154
736129	1155
499657	1156
453556	1157
151071	1158
517401	1159
653415	1160
695976	1161
657757	1162
754242	1163
400916	1164
691283	1165
343505	1166
689237	1167
192877	1168
461948	1169
365772	1170
679945	1171
174575	1172
76644	1173
514704	1174
686505	1175
287165	1176
337136	1177
618046	1178
386537	1179
488984	1180
585169	1181
699842	1182
60540	1183
511988	1184
319949	1185
530330	1186
244473	1187
715052	1188
372864	1189
591432	1190
731180	1191
748788	1192
150275	1193
710444	1194
663836	1195
410964	1196
306680	1197
552951	1198
743484	1199
653681	1200
701461	1201
555375	1202
729892	1203
746065	1204
217415	1205
562494	1206
746938	1207
67541	1208
701470	1209
690082	1210
451535	1211
192422	1212
420334	1213
646516	1214
671434	1215
786791	1216
687842	1217
730705	1218
465672	1219
493992	1220
697654	1221
633894	1222
138136	1223
642276	1224
570814	1225
304428	1226
563703	1227
679908	1228
160765	1229
682558	1230
301707	1231
271376	1232
636508	1233
573059	1234
662794	1235
498003	1236
280524	1237
388999	1238
402147	1239
157840	1240
694131	1241
572178	1242
612472	1243
456582	1244
264137	1245
135106	1246
274422	1247
463663	1248
556769	1249
634131	1250
560479	1251
678164	1252
636991	1253
646768	1254
649120	1255
614794	1256
444129	1257
654330	1258
216597	1259
588978	1260
472105	1261
744957	1262
557301	1263
184120	1264
13004	1265
225343	1266
558529	1267
347744	1268
619242	1269
720869	1270
255161	1271
721190	1272
719188	1273
609893	1274
570073	1275
278754	1276
506347	1277
600474	1278
318308	1279
532139	1280
586845	1281
771203	1282
390747	1283
720542	1284
744123	1285
187125	1286
632086	1287
688699	1288
572880	1289
748015	1290
731956	1291
470143	1292
787863	1293
331500	1294
389496	1295
56406	1296
677269	1297
692337	1298
313089	1299
726236	1300
651267	1301
281273	1302
615231	1303
675768	1304
411456	1305
715171	1306
440406	1307
150907	1308
328241	1309
723040	1310
38603	1311
339764	1312
742733	1313
687025	1314
649222	1315
524349	1316
596976	1317
194847	1318
211851	1319
516167	1320
238124	1321
370760	1322
443728	1323
749002	1324
11057	1325
450596	1326
583223	1327
736349	1328
748336	1329
747907	1330
675948	1331
743091	1332
415939	1333
525978	1334
715340	1335
439476	1336
627549	1337
34206	1338
526587	1339
506968	1340
689070	1341
358700	1342
683885	1343
695595	1344
497552	1345
70398	1346
84944	1347
788786	1348
534875	1349
440063	1350
509835	1351
652074	1352
537580	1353
431228	1354
753808	1355
607638	1356
242417	1357
452346	1358
200664	1359
606815	1360
544415	1361
311738	1362
212590	1363
653934	1364
352097	1365
668103	1366
513684	1367
573056	1368
171475	1369
781039	1370
689460	1371
386007	1372
492363	1373
581731	1374
663958	1375
601147	1376
174207	1377
5187	1378
352640	1379
729775	1380
418220	1381
541549	1382
707443	1383
303405	1384
586627	1385
72209	1386
548268	1387
700483	1388
593670	1389
740766	1390
351010	1391
244889	1392
357859	1393
283033	1394
328700	1395
598260	1396
725732	1397
637845	1398
507465	1399
203345	1400
318938	1401
582947	1402
758125	1403
141850	1404
475565	1405
650277	1406
394043	1407
460943	1408
463822	1409
163832	1410
375974	1411
433553	1412
434445	1413
487686	1414
288922	1415
510914	1416
148354	1417
416348	1418
465853	1419
322023	1420
490759	1421
446561	1422
663026	1423
687426	1424
744234	1425
191170	1426
235685	1427
510025	1428
546947	1429
318993	1430
506590	1431
665527	1432
524344	1433
712661	1434
480080	1435
351054	1436
488507	1437
200775	1438
502918	1439
486978	1440
255727	1441
744971	1442
700028	1443
775410	1444
730671	1445
614045	1446
368352	1447
596218	1448
492767	1449
767578	1450
152488	1451
686642	1452
43534	1453
374442	1454
667723	1455
632502	1456
311988	1457
476276	1458
410026	1459
353237	1460
125349	1461
238820	1462
536275	1463
774171	1464
600521	1465
472160	1466
391058	1467
333208	1468
307615	1469
666982	1470
535972	1471
724541	1472
411083	1473
442741	1474
717154	1475
502774	1476
187035	1477
604381	1478
260406	1479
72602	1480
579844	1481
142309	1482
482265	1483
433506	1484
651489	1485
36442	1486
789729	1487
665460	1488
299553	1489
717713	1490
578128	1491
597261	1492
476313	1493
394763	1494
745342	1495
681299	1496
173809	1497
393194	1498
779243	1499
696402	1500
603083	1501
474017	1502
559400	1503
623586	1504
431400	1505
506402	1506
519576	1507
15817	1508
422406	1509
178148	1510
59951	1511
716863	1512
560309	1513
243779	1514
354538	1515
650196	1516
627583	1517
595813	1518
560516	1519
508731	1520
275523	1521
497026	1522
540223	1523
314547	1524
642341	1525
615732	1526
181918	1527
463901	1528
378573	1529
698778	1530
763065	1531
580059	1532
172744	1533
788033	1534
665798	1535
697083	1536
730493	1537
562156	1538
720378	1539
521512	1540
558026	1541
581633	1542
601812	1543
77773	1544
550356	1545
624005	1546
674398	1547
759279	1548
428609	1549
342634	1550
132583	1551
497763	1552
101111	1553
482652	1554
360865	1555
613932	1556
548895	1557
546536	1558
653404	1559
484839	1560
579290	1561
398744	1562
625499	1563
726658	1564
529119	1565
682365	1566
374826	1567
615095	1568
756114	1569
621384	1570
354080	1571
513796	1572
615576	1573
426547	1574
356823	1575
548808	1576
294718	1577
630218	1578
528615	1579
334044	1580
526915	1581
352948	1582
781462	1583
695790	1584
652397	1585
590206	1586
82388	1587
654314	1588
453547	1589
561668	1590
723153	1591
443418	1592
802333	1593
741322	1594
725229	1595
151448	1596
64896	1597
202881	1598
342654	1599
629137	1600
57012	1601
597547	1602
462070	1603
570955	1604
493150	1605
654014	1606
526877	1607
558805	1608
673032	1609
492461	1610
758623	1611
386194	1612
682151	1613
391189	1614
141679	1615
635766	1616
604787	1617
646756	1618
647515	1619
659289	1620
726442	1621
598807	1622
556915	1623
365508	1624
325571	1625
584402	1626
557394	1627
686971	1628
408154	1629
541193	1630
386066	1631
529672	1632
664671	1633
701276	1634
383675	1635
418658	1636
261354	1637
661884	1638
635270	1639
680711	1640
306951	1641
385403	1642
20719	1643
646265	1644
661737	1645
525549	1646
654781	1647
464335	1648
270905	1649
412707	1650
534752	1651
226055	1652
453552	1653
612040	1654
701355	1655
691936	1656
758750	1657
562847	1658
330351	1659
539748	1660
473664	1661
720468	1662
708728	1663
34345	1664
166484	1665
34241	1666
463998	1667
296739	1668
479468	1669
720367	1670
379294	1671
359824	1672
558362	1673
638036	1674
84165	1675
620698	1676
285076	1677
610799	1678
216627	1679
330248	1680
335074	1681
791893	1682
136862	1683
265689	1684
704708	1685
471086	1686
767	1687
367741	1688
79180	1689
678559	1690
644427	1691
734718	1692
761712	1693
589905	1694
676821	1695
543300	1696
757086	1697
668889	1698
591555	1699
681978	1700
632203	1701
409987	1702
573225	1703
23416	1704
600934	1705
715932	1706
675102	1707
257743	1708
658628	1709
793294	1710
669357	1711
531122	1712
682087	1713
617960	1714
571257	1715
348029	1716
481714	1717
585594	1718
672902	1719
729701	1720
135099	1721
472116	1722
712358	1723
417283	1724
145050	1725
410954	1726
452164	1727
612306	1728
652957	1729
111587	1730
98731	1731
575013	1732
594011	1733
167105	1734
521047	1735
371447	1736
578139	1737
407630	1738
199802	1739
420069	1740
105715	1741
750446	1742
226257	1743
533006	1744
648180	1745
269502	1746
536787	1747
592696	1748
650847	1749
769003	1750
551201	1751
538107	1752
543619	1753
618381	1754
574864	1755
584701	1756
679359	1757
655073	1758
689676	1759
250555	1760
665512	1761
722599	1762
634404	1763
501832	1764
741977	1765
371697	1766
422216	1767
519913	1768
617247	1769
661202	1770
332858	1771
178839	1772
227271	1773
645947	1774
90801	1775
357028	1776
383736	1777
696397	1778
631149	1779
484689	1780
618945	1781
623400	1782
663405	1783
222329	1784
713358	1785
710702	1786
602463	1787
608451	1788
460899	1789
55915	1790
772877	1791
699863	1792
301571	1793
569445	1794
402536	1795
273725	1796
657022	1797
236341	1798
435897	1799
537151	1800
733471	1801
648077	1802
22383	1803
599898	1804
499704	1805
459722	1806
464282	1807
462139	1808
539570	1809
643419	1810
715714	1811
668703	1812
332935	1813
745760	1814
523685	1815
467937	1816
624108	1817
595996	1818
613110	1819
622293	1820
487092	1821
357437	1822
183767	1823
460162	1824
576996	1825
576651	1826
634212	1827
602818	1828
591544	1829
331372	1830
563472	1831
726665	1832
225074	1833
486025	1834
349562	1835
721555	1836
622565	1837
507389	1838
720777	1839
694297	1840
383355	1841
312923	1842
388181	1843
248923	1844
345857	1845
697961	1846
581582	1847
714340	1848
610000	1849
435961	1850
495158	1851
687623	1852
661212	1853
336678	1854
71260	1855
96855	1856
619627	1857
556055	1858
461260	1859
527793	1860
509216	1861
86445	1862
72341	1863
716809	1864
530202	1865
371657	1866
205108	1867
489128	1868
744435	1869
640107	1870
634948	1871
648792	1872
280584	1873
694476	1874
171221	1875
16103	1876
104150	1877
509424	1878
626827	1879
615571	1880
610954	1881
708173	1882
89666	1883
610984	1884
657893	1885
592795	1886
710499	1887
770613	1888
565436	1889
237216	1890
500419	1891
752214	1892
679061	1893
43349	1894
664280	1895
598765	1896
606494	1897
688839	1898
564198	1899
634688	1900
610080	1901
537777	1902
561266	1903
303171	1904
358696	1905
589851	1906
129830	1907
658438	1908
703193	1909
570451	1910
639144	1911
582750	1912
494869	1913
592092	1914
442207	1915
794184	1916
530214	1917
561602	1918
569910	1919
539743	1920
643069	1921
423246	1922
548380	1923
464088	1924
323061	1925
574601	1926
562465	1927
469526	1928
133509	1929
197814	1930
489138	1931
585938	1932
518940	1933
408442	1934
214312	1935
689106	1936
598998	1937
583274	1938
559299	1939
527788	1940
790226	1941
371862	1942
605451	1943
292267	1944
511030	1945
441334	1946
163680	1947
614476	1948
420228	1949
686796	1950
670849	1951
652690	1952
538816	1953
662778	1954
533744	1955
125813	1956
511154	1957
618871	1958
499491	1959
690381	1960
581786	1961
696292	1962
572566	1963
623460	1964
656307	1965
312195	1966
263601	1967
370198	1968
504715	1969
590941	1970
476007	1971
685574	1972
606463	1973
545761	1974
774050	1975
664167	1976
613618	1977
658840	1978
463243	1979
328206	1980
541853	1981
418805	1982
134863	1983
540540	1984
628455	1985
489638	1986
616800	1987
486132	1988
451728	1989
792629	1990
104993	1991
727942	1992
376599	1993
758320	1994
652124	1995
497551	1996
673615	1997
364853	1998
733854	1999
458098	2000
537059	2001
706408	2002
599331	2003
730363	2004
529144	2005
354876	2006
791453	2007
689521	2008
343469	2009
698963	2010
442245	2011
620298	2012
487440	2013
138695	2014
534216	2015
423829	2016
345566	2017
83997	2018
308214	2019
557551	2020
46358	2021
555280	2022
550212	2023
755492	2024
180102	2025
660327	2026
794829	2027
535019	2028
619130	2029
747515	2030
74621	2031
306898	2032
600393	2033
593748	2034
503834	2035
632628	2036
245047	2037
231700	2038
275104	2039
592916	2040
611019	2041
686198	2042
582637	2043
650617	2044
369994	2045
455043	2046
403572	2047
462848	2048
605686	2049
672631	2050
130928	2051
691580	2052
579848	2053
757060	2054
654711	2055
97858	2056
478989	2057
532959	2058
58418	2059
592421	2060
694906	2061
516638	2062
486171	2063
662338	2064
246611	2065
530889	2066
693630	2067
292230	2068
626830	2069
653905	2070
557626	2071
485887	2072
757189	2073
656872	2074
573099	2075
453698	2076
479145	2077
531921	2078
524419	2079
361034	2080
569074	2081
59636	2082
671513	2083
665776	2084
373546	2085
325453	2086
452391	2087
513725	2088
264871	2089
631325	2090
754008	2091
697760	2092
204855	2093
354557	2094
277547	2095
732357	2096
713786	2097
107572	2098
590472	2099
376054	2100
399851	2101
640150	2102
732595	2103
700539	2104
350072	2105
608624	2106
667743	2107
645587	2108
590925	2109
482674	2110
94934	2111
792150	2112
712965	2113
570116	2114
580700	2115
655454	2116
428155	2117
608491	2118
662166	2119
613808	2120
402916	2121
636908	2122
715010	2123
315044	2124
502560	2125
670333	2126
505421	2127
320480	2128
542256	2129
598440	2130
731032	2131
582704	2132
626069	2133
709536	2134
453452	2135
580454	2136
596918	2137
624284	2138
453512	2139
134960	2140
99868	2141
672444	2142
518086	2143
153378	2144
159014	2145
400233	2146
512462	2147
601025	2148
594975	2149
53220	2150
203093	2151
479571	2152
260561	2153
612324	2154
660151	2155
72540	2156
395465	2157
663875	2158
580249	2159
562063	2160
579069	2161
670469	2162
298951	2163
393437	2164
532619	2165
365450	2166
546127	2167
513981	2168
294010	2169
20279	2170
669624	2171
672024	2172
667227	2173
421617	2174
616909	2175
434632	2176
47857	2177
615550	2178
376009	2179
741972	2180
614664	2181
208034	2182
643766	2183
410694	2184
34247	2185
342558	2186
581612	2187
574486	2188
505959	2189
611908	2190
168824	2191
577335	2192
387746	2193
214717	2194
206417	2195
603208	2196
2349	2197
617407	2198
598499	2199
396490	2200
642165	2201
127093	2202
344869	2203
53947	2204
86033	2205
399213	2206
554182	2207
478384	2208
687281	2209
632769	2210
559119	2211
756671	2212
724291	2213
697498	2214
590137	2215
582361	2216
399663	2217
120101	2218
452897	2219
653137	2220
472245	2221
670037	2222
754993	2223
458576	2224
367610	2225
348644	2226
324614	2227
529319	2228
329210	2229
728966	2230
275316	2231
624754	2232
60609	2233
355773	2234
463678	2235
397738	2236
307284	2237
598597	2238
549540	2239
594784	2240
571302	2241
680300	2242
551267	2243
261552	2244
411632	2245
657442	2246
331921	2247
602768	2248
552208	2249
598061	2250
322332	2251
433937	2252
438705	2253
591197	2254
237449	2255
610137	2256
702150	2257
671229	2258
565737	2259
125367	2260
100575	2261
451839	2262
316719	2263
455089	2264
533012	2265
499892	2266
716575	2267
143687	2268
611380	2269
540296	2270
514530	2271
607214	2272
467865	2273
599751	2274
638930	2275
671112	2276
598752	2277
668382	2278
684497	2279
181623	2280
95237	2281
721314	2282
631322	2283
638620	2284
569162	2285
691455	2286
742250	2287
221647	2288
358042	2289
570831	2290
341557	2291
483253	2292
533230	2293
670404	2294
233910	2295
586270	2296
692478	2297
560073	2298
409667	2299
39372	2300
130185	2301
127076	2302
358797	2303
616248	2304
693718	2305
650967	2306
200818	2307
415200	2308
582819	2309
499628	2310
697982	2311
630702	2312
664292	2313
568530	2314
502911	2315
523848	2316
410299	2317
371494	2318
660578	2319
642415	2320
205419	2321
642009	2322
637237	2323
117719	2324
375092	2325
553098	2326
449161	2327
368485	2328
620978	2329
588294	2330
182847	2331
222363	2332
649593	2333
479244	2334
689019	2335
780501	2336
446102	2337
696585	2338
536638	2339
379482	2340
101310	2341
596633	2342
666188	2343
202221	2344
493564	2345
146489	2346
344944	2347
636440	2348
30616	2349
203171	2350
282880	2351
332865	2352
502029	2353
715856	2354
616683	2355
404478	2356
405249	2357
561766	2358
697066	2359
511842	2360
468584	2361
388693	2362
657283	2363
128681	2364
585490	2365
642065	2366
341198	2367
561874	2368
187462	2369
8685	2370
422290	2371
389526	2372
585200	2373
327182	2374
645848	2375
612600	2376
309392	2377
428924	2378
554150	2379
664796	2380
405061	2381
289718	2382
616365	2383
465954	2384
363848	2385
245850	2386
609501	2387
583497	2388
603804	2389
551178	2390
600410	2391
590132	2392
126476	2393
565551	2394
372159	2395
19503	2396
433656	2397
527767	2398
598551	2399
707046	2400
331546	2401
297150	2402
175402	2403
545864	2404
487623	2405
435893	2406
550636	2407
664378	2408
496448	2409
446910	2410
430467	2411
557802	2412
480293	2413
117810	2414
609922	2415
255707	2416
397606	2417
498143	2418
370959	2419
645167	2420
684114	2421
519616	2422
56867	2423
300676	2424
35128	2425
338861	2426
675629	2427
625182	2428
662880	2429
547862	2430
524787	2431
519125	2432
372261	2433
426520	2434
361075	2435
608543	2436
579551	2437
579398	2438
594854	2439
702364	2440
671898	2441
457563	2442
444711	2443
586902	2444
407295	2445
634778	2446
510544	2447
306368	2448
139630	2449
541878	2450
573654	2451
294344	2452
547177	2453
211056	2454
724729	2455
227601	2456
605328	2457
168065	2458
722422	2459
602264	2460
557122	2461
365865	2462
246872	2463
374550	2464
294111	2465
296710	2466
485878	2467
200383	2468
722436	2469
510720	2470
694802	2471
524263	2472
508645	2473
719073	2474
174231	2475
698160	2476
710524	2477
399836	2478
455771	2479
58673	2480
1770	2481
595880	2482
604925	2483
391507	2484
316125	2485
732069	2486
118864	2487
398757	2488
407140	2489
630000	2490
388857	2491
44952	2492
87419	2493
