new_user_id	all_avg_price	first_seven_avg_price	last_three_avg_price
80	416.45	129.24	1182.33
81	320.27	466.65	137.29
82	186.14	214.76	114.58
83	279.44	81.40	626.00
84	189.68	78.25	273.25
85	202.43	358.33	85.50
86	155.50	95.33	215.67
87	211.39	215.70	191.60
88	121.66	119.25	124.08
89	136.60	159.86	82.33
90	693.89	603.33	875.00
91	1473.89	1291.17	1839.33
92	101.97	125.50	70.60
93	256.08	302.25	163.75
94	267.12	243.50	290.75
95	389.12	541.40	135.33
96	313.82	321.00	309.71
97	1719.16	2651.44	520.50
98	365.00	397.83	315.75
99	153.40	184.61	44.17
100	88.81	41.44	171.70
101	97.40	98.75	90.05
102	349.09	324.75	414.00
103	724.83	611.41	1084.00
104	176.27	242.30	136.65
105	437.88	168.76	706.99
106	201.99	239.33	157.18
107	175.29	173.83	176.94
108	425.55	1069.00	184.25
109	50.20	38.51	71.91
110	101.89	97.73	116.88
111	191.30	206.86	155.00
112	568.27	656.00	217.33
113	64.41	69.62	29.67
114	579.00	666.75	491.25
115	202.69	136.20	291.33
116	83.52	87.95	72.45
117	113.83	103.33	124.33
118	52.99	56.07	44.68
119	199.76	215.01	136.45
120	390.46	416.58	334.98
121	107.68	122.79	81.99
122	99.96	39.24	221.40
123	120.79	96.02	163.26
124	61.00	29.89	102.47
125	208.72	207.78	209.83
126	896.25	1265.33	674.80
127	708.51	778.04	430.40
128	374.13	380.95	351.98
129	306.71	253.00	378.33
130	542.12	606.40	434.98
131	240.56	294.76	159.27
132	290.55	300.08	197.10
133	719.22	486.50	905.40
134	267.57	288.25	240.00
135	203.14	168.12	249.83
136	278.21	195.85	406.33
137	220.03	299.71	140.34
138	93.29	102.27	75.33
139	129.30	151.72	105.27
140	114.52	116.36	104.89
141	161.20	152.43	181.67
142	369.91	535.43	138.18
143	105.99	116.66	50.00
144	1013.30	1035.33	991.27
145	483.55	144.13	915.54
146	52.16	60.75	33.77
147	612.60	751.00	533.51
148	181.20	234.46	136.82
149	136.25	114.06	225.00
150	269.44	372.40	140.75
151	577.50	356.75	1166.17
152	366.48	420.82	185.33
153	192.02	174.74	254.20
154	407.11	372.07	529.75
155	165.80	189.67	141.93
156	286.85	265.04	319.56
157	109.57	105.27	125.33
158	277.12	282.20	268.67
159	430.36	457.46	365.00
160	264.38	267.84	259.10
161	69.01	77.08	20.60
162	845.00	825.30	884.40
163	161.93	216.92	67.66
164	152.41	148.19	163.67
165	68.64	59.64	79.13
166	245.35	242.40	249.57
167	167.30	84.16	271.22
168	284.97	86.22	788.49
169	271.97	252.50	297.93
170	376.62	453.80	248.00
171	514.11	608.17	326.00
172	52.47	29.68	113.27
173	311.07	308.80	319.75
174	66.03	92.70	39.36
175	307.04	315.50	245.00
176	379.78	600.88	180.79
177	468.19	528.15	208.33
178	278.19	282.80	268.50
179	326.46	291.56	405.00
180	151.59	117.09	214.83
181	149.49	119.90	258.00
182	72.72	42.19	103.24
183	249.18	284.50	155.00
184	271.06	229.75	326.15
185	382.34	336.45	468.00
186	556.31	567.69	507.00
187	208.00	304.86	111.14
188	376.46	352.44	430.50
189	182.74	155.18	228.67
190	201.39	265.66	30.00
191	5276.37	4875.69	7413.33
192	204.44	218.00	177.33
193	473.59	406.41	574.35
194	275.07	277.85	267.67
195	552.43	859.75	142.67
196	87.97	86.93	88.75
197	202.43	146.00	277.67
198	287.41	287.91	285.00
199	245.40	253.29	221.74
200	205.67	226.25	193.91
201	377.69	327.88	477.33
202	1396.78	1430.20	1355.00
203	542.87	750.47	127.67
204	385.66	191.22	597.78
205	449.69	365.56	639.00
206	128.96	152.60	100.60
207	233.91	280.69	171.53
208	624.46	650.00	496.75
209	225.88	208.66	255.41
210	617.85	802.14	187.83
211	355.96	368.40	273.00
212	502.20	632.38	111.67
213	83.76	58.46	121.69
214	216.03	251.69	123.30
215	112.55	73.01	166.47
216	210.21	322.00	66.48
217	64.18	41.12	93.00
218	414.52	374.49	473.11
219	175.75	193.38	118.45
220	105.91	105.01	107.70
221	191.41	152.56	300.20
222	70.06	82.69	40.60
223	105.27	103.99	111.67
224	227.56	226.15	231.58
225	271.83	402.67	141.00
226	1152.21	1240.79	620.75
227	211.27	227.62	167.67
228	180.59	172.58	190.20
229	444.80	457.00	425.28
230	2436.20	3175.67	1327.00
231	270.50	225.80	345.00
232	536.71	610.33	481.50
233	2745.50	2411.94	3113.58
234	185.24	143.56	289.45
235	56.80	80.33	33.27
236	79.13	65.28	100.52
237	81.13	42.97	163.82
238	517.92	423.93	637.55
239	166.56	136.22	207.00
240	140.19	156.75	123.62
241	101.06	108.35	66.45
242	361.69	215.38	508.00
243	179.63	195.40	159.92
244	125.90	109.42	179.47
245	153.73	159.09	113.86
246	92.20	76.15	124.30
247	43.24	29.26	75.87
248	374.50	384.75	354.00
249	72.59	75.67	61.83
250	241.89	308.15	142.50
251	142.71	144.42	141.51
252	1713.59	2124.24	317.40
253	282.87	278.20	287.54
254	201.29	205.82	186.17
255	98.09	110.20	77.90
256	288.27	259.50	322.80
257	34.71	33.36	36.40
258	228.39	240.06	195.33
259	162.00	65.00	258.99
260	170.11	172.30	157.40
261	189.57	202.57	76.93
262	138.65	191.67	85.63
263	291.10	249.29	345.78
264	327.47	304.61	385.89
265	166.35	144.98	192.00
266	169.88	197.16	142.60
267	182.09	188.69	140.33
268	269.43	313.73	199.83
269	185.72	162.54	263.00
270	228.96	243.33	113.97
271	49.86	57.55	8.83
272	231.69	222.57	270.00
273	126.34	129.75	121.22
274	250.67	159.00	449.29
275	203.29	137.67	252.50
276	35.36	14.45	52.08
277	409.09	518.76	226.30
278	310.67	206.00	415.33
279	653.47	783.25	134.33
280	2248.43	2585.75	1798.67
281	52.99	67.09	22.77
282	155.11	151.33	162.67
283	137.90	191.67	114.86
284	279.35	299.09	230.00
285	188.28	180.71	208.12
286	53.55	58.30	41.69
287	185.73	172.30	263.60
288	167.83	120.32	215.34
289	207.49	207.23	209.20
290	124.63	208.67	40.59
291	456.09	651.76	215.26
292	474.47	457.22	507.25
293	257.76	185.69	365.87
294	307.57	305.25	312.20
295	1878.29	1646.41	2728.50
296	1256.53	1772.77	445.29
297	189.82	215.16	150.00
298	15862.42	21367.06	449.40
299	80.22	78.14	98.27
300	2311.54	2739.40	885.33
301	85.50	78.00	93.00
302	304.45	328.00	241.67
303	514.94	665.80	263.50
304	174.44	133.55	210.79
305	371.88	493.09	105.20
306	132.33	124.32	156.33
307	513.92	466.75	608.25
308	257.12	245.68	273.85
309	593.12	1067.64	118.61
310	256.86	230.75	291.67
311	152.70	150.01	158.75
312	93.52	108.64	80.73
313	267.85	267.42	268.70
314	2957.78	3017.00	2878.81
315	410.42	490.02	171.63
316	108.62	124.33	92.91
317	253.12	152.00	421.67
318	87.96	94.46	71.05
319	120.78	123.06	114.40
320	119.01	109.77	180.67
321	289.94	295.16	260.33
322	389.00	434.88	297.25
323	144.18	158.13	111.22
324	245.45	249.92	230.53
325	378.11	471.08	192.17
326	101.45	113.85	47.24
327	324.18	344.73	206.00
328	66.03	58.97	77.50
329	149.80	162.14	121.00
330	312.14	292.75	338.00
331	315.48	390.74	197.68
332	133.21	139.98	125.60
333	498.45	493.53	512.00
334	175.72	192.17	155.98
335	120.35	135.20	86.92
336	363.52	445.92	332.62
337	34.86	55.57	5.86
338	495.33	231.33	759.33
339	246.70	336.67	208.14
340	46.92	43.15	76.12
341	96.03	108.07	74.36
342	130.95	129.59	142.86
343	109.91	75.83	144.00
344	515.21	621.62	373.33
345	413.61	499.00	271.30
346	245.47	181.99	334.36
347	329.41	278.38	404.54
348	85.59	81.94	91.67
349	180.06	173.43	207.90
350	1297.81	1022.37	2045.43
351	290.70	297.90	272.98
352	119.11	103.60	138.50
353	209.63	204.72	234.20
354	87.73	74.78	105.00
355	127.02	211.83	42.20
356	329.56	329.17	330.33
357	281.74	278.58	289.43
358	641.68	718.71	237.25
359	173.38	115.30	260.50
360	386.86	349.28	527.75
361	123.12	87.30	230.60
362	236.50	225.80	244.14
363	1047.03	1593.06	282.60
364	78.00	83.50	70.67
365	259.60	358.40	160.80
366	140.51	137.35	156.33
367	693.65	941.36	115.67
368	698.32	594.09	929.12
369	274.24	287.07	252.87
370	229.75	77.25	382.25
371	134.43	126.03	156.02
372	86.59	65.35	140.67
373	1017.33	299.00	1735.67
374	223.58	248.12	174.47
375	330.96	358.61	234.21
376	111.09	88.16	139.75
377	98.53	104.76	86.05
378	119.06	131.75	106.38
379	519.00	130.50	1037.00
380	340.51	34.33	570.14
381	203.78	169.88	264.80
382	228.93	244.73	179.29
383	93.76	125.78	53.75
384	225.87	111.67	282.97
385	226.17	235.67	205.83
386	315.86	408.25	204.99
387	185.41	219.12	95.53
388	131.87	145.80	104.00
389	331.33	100.19	735.83
390	134.51	140.78	120.41
391	101.10	97.97	106.10
392	702.08	706.66	674.60
393	302.05	129.79	428.99
394	147.71	150.65	134.97
395	209.85	138.96	328.00
396	196.93	208.25	190.46
397	83.24	90.11	71.80
398	148.11	163.29	130.41
399	495.43	403.87	605.30
400	214.52	93.33	305.41
401	67.03	36.87	114.41
402	356.96	310.76	435.50
403	124.76	151.66	84.39
404	550.30	971.04	213.71
405	266.99	242.65	292.85
406	36.23	66.97	5.50
407	186.88	255.00	152.82
408	274.43	267.10	287.47
409	301.83	198.87	353.32
410	120.14	49.00	173.50
411	232.26	219.83	303.75
412	321.75	355.46	175.67
413	289.23	337.30	129.00
414	188.92	208.96	100.74
415	53.36	48.68	64.27
416	64.40	45.88	88.36
417	207.51	176.41	304.47
418	289.09	422.50	75.64
419	167.60	132.00	250.67
420	364.75	344.38	405.50
421	152.76	153.81	146.97
422	112.96	119.74	94.12
423	208.58	205.76	215.43
424	183.67	204.00	163.33
425	330.36	268.50	495.33
426	61.65	56.04	89.67
427	139.09	166.56	75.00
428	160.20	154.80	193.95
429	480.93	567.78	415.80
430	44.14	42.17	46.10
431	194.81	273.93	115.70
432	770.00	1472.17	243.38
433	138.92	138.36	139.80
434	370.88	208.60	641.33
435	168.08	171.17	165.00
436	1330.77	1817.86	135.16
437	277.38	289.80	184.22
438	415.63	492.80	333.92
439	149.40	145.32	157.55
440	268.02	473.12	158.63
441	172.40	105.50	272.75
442	1763.38	2026.54	623.00
443	673.39	701.74	526.92
444	126.81	127.22	124.87
445	180.88	193.19	159.53
446	67.41	65.00	70.63
447	257.78	345.00	214.17
448	59.88	67.38	52.38
449	1239.92	611.80	3607.46
450	190.56	180.00	195.25
451	332.31	250.95	397.40
452	227.05	165.45	391.33
453	216.63	278.13	109.00
454	244.31	193.00	269.97
455	165.12	187.20	128.33
456	397.66	415.66	379.67
457	345.15	373.78	202.00
458	79.96	58.22	145.20
459	1355.52	1525.00	465.75
460	209.53	69.45	321.60
461	199.68	239.47	159.88
462	902.40	972.91	708.50
463	58.46	31.81	120.67
464	109.12	108.00	111.75
465	112.63	114.37	110.22
466	218.44	237.39	180.55
467	157.18	213.62	81.91
468	829.25	975.14	382.44
469	236.18	245.25	212.00
470	130.95	134.65	115.25
471	189.72	114.20	340.75
472	122.15	123.06	121.35
473	203.67	196.60	212.50
474	2093.87	3056.50	168.60
475	211.50	119.10	254.99
476	396.53	399.60	385.00
477	164.26	25.00	373.15
478	340.87	323.07	378.09
479	212.61	146.22	279.00
480	218.39	141.19	321.33
481	781.79	819.14	744.43
482	229.57	318.00	111.67
483	191.67	199.50	176.00
484	1490.36	1526.98	1364.20
485	299.30	350.40	128.97
486	157.84	161.68	150.16
487	176.23	179.30	166.00
488	125.93	101.25	175.30
489	409.77	401.98	426.59
490	121.38	93.10	144.00
491	137.97	40.93	235.00
492	222.05	186.83	374.67
493	214.48	220.59	204.10
494	215.74	220.94	211.36
495	903.59	1043.14	252.33
496	2193.38	1792.52	3058.37
497	172.33	191.94	119.09
498	255.00	336.00	120.00
499	155.76	146.33	190.33
500	35.47	36.14	33.85
501	184.94	255.13	119.13
502	76.37	44.45	118.93
503	220.00	206.50	247.00
504	150.81	162.99	98.00
505	148.84	158.54	136.36
506	1411.62	447.67	1990.00
507	116.86	65.16	168.57
508	310.77	141.65	431.57
509	166.66	246.50	102.78
510	837.84	576.98	1583.18
511	377.45	220.59	521.24
512	193.20	296.60	20.87
513	139.99	136.84	153.67
514	652.44	708.82	532.62
515	1180.44	1592.33	974.50
516	176.10	164.19	220.75
517	333.46	330.12	338.80
518	1593.71	625.67	2319.75
519	1248.78	417.25	1914.00
520	267.15	298.83	211.11
521	176.71	280.33	99.00
522	923.82	1219.00	136.67
523	930.88	1003.71	874.22
524	1359.05	1165.84	1552.25
525	125.36	140.24	80.72
526	86.33	77.43	115.39
527	83.99	80.33	90.39
528	360.12	327.56	381.83
529	128.90	136.86	113.00
530	105.97	112.46	70.27
531	409.19	366.60	539.80
532	178.79	185.37	108.06
533	89.30	65.97	112.63
534	77.57	100.25	47.33
535	281.28	243.80	328.12
536	109.09	109.27	108.40
537	486.40	434.17	554.30
538	513.81	466.00	575.29
539	123.45	151.75	95.15
540	31.40	35.05	24.10
541	124.68	104.55	195.13
542	67.83	62.60	111.78
543	345.09	384.71	275.75
544	487.63	527.27	226.00
545	112.45	111.67	114.22
546	158.89	156.13	165.33
547	199.11	193.43	202.73
548	300.25	262.83	337.67
549	270.78	311.06	119.75
550	172.44	172.30	172.53
551	3929.42	6063.37	195.00
552	881.20	457.50	1163.67
553	123.44	126.98	119.08
554	91.46	102.00	83.94
555	6222.33	5964.14	7126.00
556	289.50	257.00	365.33
557	84.43	89.91	81.94
558	301.80	339.50	247.94
559	561.98	1369.33	319.78
560	268.21	285.13	247.29
561	660.78	764.00	454.33
562	90.98	88.59	106.92
563	484.38	464.00	518.33
564	109.09	179.17	49.02
565	202.77	208.82	183.10
566	11675.08	15600.44	2843.00
567	13.59	4.09	19.93
568	136.75	156.75	116.75
569	142.90	148.65	129.47
570	103.97	113.45	83.12
571	183.12	232.32	51.91
572	251.96	269.15	178.94
573	514.85	636.45	77.76
574	572.10	641.90	381.71
575	138.37	195.65	52.45
576	107.69	110.60	98.00
577	1382.62	647.00	2608.67
578	37.74	42.39	15.29
579	387.00	627.40	146.60
580	139.14	137.82	143.60
581	180.23	237.17	131.43
582	266.56	277.41	243.67
583	300.86	311.27	274.83
584	194.80	190.43	205.00
585	48.45	40.79	63.98
586	173.62	125.00	254.67
587	80.24	83.45	71.67
588	504.67	635.24	295.76
589	145.43	134.78	158.75
590	122.57	132.86	117.02
591	92.97	95.12	84.37
592	42.86	46.50	38.00
593	371.95	416.12	92.24
594	74.42	68.44	98.33
595	143.60	112.00	191.00
596	59.65	62.20	44.40
597	83.43	95.48	73.10
598	232.39	240.80	162.33
599	272.30	179.74	420.40
600	181.57	145.67	208.50
601	158.10	156.68	159.99
602	230.58	235.00	224.18
603	271.02	289.98	132.00
604	462.14	642.97	145.68
605	287.64	303.73	228.67
606	254.13	300.21	173.50
607	100.98	126.48	49.97
608	117.31	100.85	142.00
609	152.33	181.67	123.00
610	672.52	912.12	163.38
611	137.49	130.01	173.40
612	152.32	71.38	314.20
613	558.22	661.95	385.33
614	63.16	69.81	34.33
615	260.76	308.47	203.52
616	262.38	244.50	291.00
617	78.46	94.76	62.16
618	212.11	179.81	300.18
619	217.83	192.43	294.00
620	76.50	40.34	121.70
621	479.86	146.61	860.71
622	408.72	357.84	529.56
623	188.08	127.83	239.71
624	201.20	117.69	269.53
625	413.57	474.67	367.75
626	90.62	102.09	79.16
627	145.80	131.67	156.40
628	100.11	96.69	104.67
629	233.11	204.73	264.07
630	92.24	114.45	18.20
631	124.88	103.82	167.00
632	741.83	963.86	431.00
633	68.08	65.63	69.30
634	182.95	178.96	215.53
635	174.91	153.00	201.20
636	628.57	411.25	918.33
637	8602.33	9072.67	8132.00
638	396.50	238.67	464.14
639	502.29	416.92	779.75
640	297.90	299.21	295.29
641	505.34	522.92	477.70
642	181.71	184.17	175.80
643	244.43	105.67	348.50
644	386.00	390.00	380.67
645	307.22	466.00	227.83
646	4068.11	3617.00	4632.00
647	155.84	216.25	75.30
648	194.77	193.98	198.25
649	133.45	106.75	224.20
650	396.50	462.00	181.29
651	52.22	53.00	50.98
652	136.25	143.00	125.00
653	250.44	253.00	245.33
654	247.89	145.22	299.23
655	209.31	200.36	238.69
656	2433.53	2624.59	2051.43
657	326.93	449.71	204.14
658	170.68	178.12	158.76
659	248.24	245.33	253.33
660	437.08	200.43	713.17
661	140.32	133.72	151.33
662	230.97	198.91	298.76
663	153.26	201.56	68.75
664	110.36	121.10	84.29
665	241.70	242.98	215.17
666	180.97	193.78	121.17
667	167.24	175.92	129.60
668	397.60	68.67	644.30
669	41.90	58.62	28.52
670	208.91	193.27	227.41
671	206.67	289.00	124.33
672	42.01	31.99	62.05
673	290.18	276.71	320.50
674	154.87	171.86	110.27
675	65.53	67.49	58.99
676	1183.12	1356.70	141.65
677	151.91	150.60	152.72
678	1386.85	2596.79	96.24
679	54.54	46.70	62.39
680	1321.92	1587.31	233.80
681	165.27	128.55	275.45
682	187.52	207.52	112.50
683	236.90	259.00	185.33
684	199.55	230.90	58.47
685	313.25	379.75	280.00
686	147.16	135.07	171.33
687	207.41	166.60	272.70
688	224.33	230.36	152.00
689	834.90	199.07	1391.25
690	264.22	201.41	337.50
691	160.05	155.67	165.89
692	147.46	120.06	167.71
693	1080.82	617.98	2006.50
694	350.81	408.36	197.33
695	60.84	32.58	107.93
696	303.54	302.20	304.38
697	249.29	275.25	214.67
698	39.02	43.08	30.92
699	123.31	130.64	94.00
700	63.97	71.16	52.00
701	1824.46	2559.78	170.00
702	33.81	25.23	50.97
703	215.88	207.21	228.00
704	135.30	162.31	54.27
705	330.78	270.81	476.43
706	113.32	91.89	241.90
707	122.37	120.07	126.96
708	163.92	139.50	245.33
709	102.71	76.75	137.33
710	421.46	519.51	284.20
711	75.80	61.70	82.85
712	410.04	393.32	473.60
713	103.11	106.78	85.68
714	170.71	178.02	107.33
715	100418.85	149647.94	11806.47
716	125.58	121.67	129.50
717	168.49	152.94	220.33
718	73.86	48.18	99.54
719	288.71	218.25	382.66
720	225.27	255.10	191.70
721	273.60	253.00	304.50
722	293.34	307.24	237.75
723	96.67	88.54	112.32
724	4940.33	3796.46	6942.11
725	20.47	24.57	8.15
726	206.06	140.22	304.81
727	248.67	288.33	209.00
728	285.12	161.82	356.51
729	439.80	141.79	924.08
730	70.37	75.07	56.27
731	194.86	284.33	127.75
732	234.28	235.09	228.33
733	148.16	168.29	112.95
734	278.79	264.85	296.71
735	239.46	228.71	318.33
736	334.92	429.99	232.54
737	195.58	194.41	198.43
738	395.29	411.11	366.80
739	327.96	305.19	355.90
740	82.95	50.56	136.92
741	130.38	133.88	124.51
742	299.63	368.00	265.45
743	89.23	68.57	158.08
744	191.15	125.43	285.04
745	145.25	151.88	129.36
746	274.94	328.86	247.99
747	263.91	274.14	216.17
748	27.08	33.11	10.99
749	82.40	107.95	56.85
750	211.11	78.00	377.50
751	176.64	197.62	120.67
752	182.25	214.40	128.67
753	311.67	364.83	253.68
754	254.58	250.05	279.50
755	109.38	121.83	72.00
756	242.86	319.00	185.75
757	78.89	56.50	141.60
758	149.57	177.05	80.88
759	121.47	116.34	142.00
760	356.94	412.92	211.40
761	230.28	196.45	248.09
762	213.29	229.01	99.25
763	910.01	475.77	1507.08
764	348.47	307.12	460.35
765	132.07	142.11	86.90
766	380.21	379.27	383.75
767	119.72	130.13	112.78
768	115.21	58.99	160.18
769	544.73	106.56	1275.00
770	49.19	54.19	37.94
771	252.18	264.50	245.14
772	447.10	291.50	680.50
773	51.75	52.41	49.97
774	432.32	558.20	274.98
775	608.56	1022.60	91.00
776	30.00	25.34	32.91
777	242.45	148.72	398.67
778	447643.91	615418.12	246.00
779	257.18	294.82	198.04
780	127.60	165.04	20.61
781	188.29	202.67	177.50
782	789.47	933.82	392.50
783	3220.15	3239.08	3064.00
784	142.89	146.14	139.10
785	82.92	69.75	115.85
786	252.25	301.41	166.22
787	237.74	218.43	279.13
788	73.12	86.26	29.30
789	2154.76	1697.97	3068.33
790	87.43	105.25	63.67
791	129.46	122.80	151.67
792	207.86	269.93	114.75
793	214.06	247.86	56.33
794	50.22	46.76	56.00
795	815.64	1157.00	218.25
796	1807.06	2007.08	1407.00
797	259.56	232.50	281.20
798	127.10	121.17	136.00
799	218.47	272.52	114.53
800	242.64	280.75	191.83
801	83.83	50.15	151.20
802	185.31	207.50	158.68
803	315.02	268.02	390.20
804	241.29	279.25	190.67
805	154.07	180.29	123.48
806	172.82	314.00	102.23
807	362.89	476.80	220.50
808	93.43	69.00	125.99
809	1496.94	232.95	2760.93
810	210.19	129.88	290.50
811	1002.21	1106.06	794.50
812	228.61	124.33	447.60
813	124.91	114.62	145.50
814	683.50	812.40	468.67
815	352.71	488.25	172.00
816	87.56	75.50	111.67
817	387.33	462.82	221.85
818	352.22	304.00	390.80
819	2030.67	736.46	4834.80
820	453.69	546.20	145.33
821	3155.40	4802.75	96.04
822	177.14	143.50	222.00
823	124.09	79.97	271.16
824	94.00	96.20	91.80
825	176.64	165.36	192.16
826	338.33	326.23	358.00
827	135.25	130.12	156.80
828	178.78	218.83	98.67
829	265.87	325.88	197.29
830	418.65	408.67	428.63
831	154.70	109.33	313.50
832	247.96	262.43	230.60
833	227.17	244.21	179.48
834	309.89	337.00	255.67
835	198.85	187.18	265.00
836	151.69	174.74	77.94
837	65.85	56.58	244.97
838	577.31	643.25	137.67
839	149.59	182.00	127.99
840	419.52	381.90	457.15
841	652.18	570.67	750.00
842	230.06	204.59	293.75
843	171.16	122.00	220.33
844	235.46	317.44	87.90
845	98.15	96.19	99.89
846	65.07	60.47	74.27
847	284.18	160.17	433.00
848	267.67	306.44	151.33
849	620.74	490.16	798.34
850	228.98	168.83	301.16
851	127.45	127.79	124.00
852	77.40	132.33	36.20
853	2400.90	1553.90	4349.00
854	168.73	176.38	148.33
855	640.57	612.00	662.00
856	685.05	1094.40	173.37
857	385.61	507.25	331.55
858	111.83	131.33	92.33
859	209.89	166.95	281.44
860	128.26	153.75	94.27
861	212.85	145.33	263.50
862	234.54	329.80	175.00
863	277.99	424.05	106.15
864	347.49	418.36	258.91
865	487.83	135.00	840.67
866	482.82	654.43	182.50
867	181.73	288.67	101.52
868	319.50	412.20	165.00
869	65.36	85.78	31.33
870	71.41	63.76	96.54
871	523.98	543.12	485.69
872	403.07	438.47	261.50
873	238.00	247.75	212.00
874	486.87	445.99	616.33
875	188.72	137.46	308.33
876	202.62	239.20	141.67
877	141.37	121.92	190.00
878	74.82	71.22	81.56
879	154.64	188.00	137.96
880	124.68	141.13	95.90
881	340.62	373.08	243.22
882	318.73	368.00	269.45
883	206.06	188.87	241.40
884	132.69	144.12	96.12
885	33.17	42.23	13.53
886	183.59	219.08	112.62
887	105.56	133.75	67.97
888	421.00	439.08	348.67
889	254.88	227.33	271.40
890	404.62	498.92	251.38
891	123.51	121.93	125.31
892	343.11	330.67	368.00
893	218.64	290.40	128.95
894	249.31	192.00	375.40
895	131.94	124.33	157.80
896	271.19	165.78	376.60
897	323.09	100.00	450.57
898	97.55	92.83	128.97
899	164.50	209.89	82.81
900	467.63	513.75	273.90
901	221.19	219.68	224.86
902	218.90	217.86	221.33
903	92.46	93.46	89.46
904	244.08	286.50	159.25
905	4297.59	4453.51	3892.20
906	1114.78	440.32	4318.50
907	299.44	362.00	174.33
908	439.14	446.81	418.67
909	166.89	166.33	167.90
910	315.17	263.29	387.80
911	50.56	54.98	44.67
912	438.53	227.50	1282.67
913	167.17	173.93	136.23
914	163.04	168.44	118.00
915	219.77	99.15	461.00
916	773.52	801.28	686.75
917	440.48	255.58	895.62
918	269.02	325.05	222.33
919	147.19	161.56	75.33
920	215.67	213.83	219.33
921	245.04	242.81	248.00
922	128.13	71.09	204.18
923	3268.32	1281.36	6000.38
924	160.44	166.97	149.00
925	265.81	222.53	395.67
926	226.93	198.50	259.43
927	279.30	500.20	46.77
928	148.84	120.63	170.00
929	85.88	103.40	56.67
930	129.11	134.67	124.10
931	353.85	423.43	191.50
932	160.13	135.00	188.86
933	42.11	46.18	10.20
934	21.66	12.39	30.93
935	692.64	413.67	1027.40
936	42.21	35.22	56.19
937	340.11	283.42	413.00
938	186.26	193.88	181.36
939	15199.67	22703.50	192.00
940	232.80	212.17	263.75
941	225.31	201.22	262.55
942	214.46	202.54	245.75
943	280.75	278.57	283.80
944	803.60	1125.61	52.23
945	283.07	372.50	166.80
946	127.21	111.50	158.63
947	357.69	373.20	306.00
948	104.58	150.28	66.50
949	615.21	753.59	379.98
950	241.00	197.33	284.67
951	92.12	90.69	96.21
952	443.33	451.96	393.75
953	99.96	106.64	71.59
954	2366.86	3014.71	1071.14
955	243.01	252.71	146.00
956	149.93	171.05	70.75
957	197.21	150.86	317.72
958	771.60	1084.61	279.71
959	311.62	361.59	141.71
960	721.64	800.62	511.00
961	57.29	67.28	33.45
962	227.23	251.56	172.50
963	293.21	407.81	25.82
964	13.28	12.11	19.53
965	316.68	102.96	380.79
966	104.40	104.50	104.33
967	437.98	228.90	751.60
968	262.12	289.51	92.28
969	615.33	791.33	439.33
970	112.89	108.33	140.25
971	118.86	136.25	95.67
972	214.07	275.25	132.50
973	146.14	59.63	319.16
974	188.95	233.33	144.57
975	249.00	167.40	385.00
976	131.59	102.25	152.55
977	95.18	87.28	109.00
978	170.52	199.67	104.95
979	842.92	524.00	1353.20
980	208.45	222.94	143.25
981	298.29	262.75	345.67
